LineNo,TimeUS,LiftMax,BatVolt,BatRes,ThLimit,labels
19162,52563966,0.9768991,0.9859214,0.00102773,1,0
19251,52663926,0.9769089,0.9859274,0.00102773,1,0
19341,52763886,0.9769129,0.9859298,0.00102773,1,0
19430,52863846,0.9769129,0.9859298,0.00102773,1,0
19521,52963806,0.9769099,0.9859279,0.00103436,1,0
19610,53063766,0.9769059,0.9859256,0.00103968,1,0
19700,53163726,0.9769059,0.9859256,0.00104369,1,0
19792,53263686,0.9769059,0.9859256,0.00104663,1,0
19881,53363646,0.976902,0.9859232,0.00104886,1,0
19973,53463606,0.9768982,0.9859208,0.00105072,1,0
20063,53563566,0.9768982,0.9859208,0.00105226,1,0
20152,53663526,0.9768982,0.9859208,0.00105355,1,0
20242,53763486,0.976899,0.9859213,0.00105462,1,0
20331,53863446,0.9769028,0.9859237,0.00105572,1,0
20422,53963406,0.9769084,0.9859271,0.00105643,1,0
20511,54063366,0.97691,0.9859281,0.00105723,1,0
20601,54163326,0.9769149,0.985931,0.00105789,1,0
20693,54263286,0.9769187,0.9859334,0.00105844,1,0
20782,54364079,0.9769226,0.9859358,0.0010589,1,0
20874,54464039,0.9769266,0.9859382,0.0010589,1,0
20964,54563999,0.976932,0.9859415,0.0010589,1,0
21053,54663959,0.9769398,0.9859463,0.0010589,1,0
21142,54763919,0.9769441,0.985949,0.0010589,1,0
21232,54863879,0.976948,0.9859514,0.0010589,1,0
21323,54963839,0.976952,0.9859537,0.0010589,1,0
21412,55063799,0.9769531,0.9859545,0.0010589,1,0
21502,55163759,0.9769571,0.9859569,0.0010589,1,0
21593,55263719,0.9769641,0.9859612,0.0010589,1,0
21683,55363679,0.9769645,0.9859614,0.00105895,1,0
21776,55463639,0.9769645,0.9859614,0.00105895,1,0
21865,55563599,0.9769647,0.9859616,0.00105895,1,0
21954,55663559,0.9769686,0.9859639,0.00105895,1,0
22043,55763519,0.9769686,0.9859639,0.00105895,1,0
22133,55863479,0.9769725,0.9859663,0.00105895,1,0
22224,55963439,0.9769759,0.9859684,0.00105896,1,0
22313,56063399,0.9769759,0.9859684,0.00105897,1,0
22404,56163359,0.9769759,0.9859684,0.00105898,1,0
22495,56263319,0.9769759,0.9859684,0.00105898,1,0
22585,56363279,0.976976,0.9859685,0.00105895,1,0
22678,56464072,0.976976,0.9859685,0.00105895,1,0
22767,56564032,0.976976,0.9859685,0.00105895,1,0
22856,56663992,0.976976,0.9859685,0.00105895,1,0
22945,56763952,0.976976,0.9859685,0.00105885,1,0
23035,56863912,0.976976,0.9859685,0.00105877,1,0
23126,56963872,0.976976,0.9859685,0.0010587,1,0
23215,57063832,0.976976,0.9859685,0.0010587,1,0
23305,57163792,0.9769799,0.9859709,0.00105858,1,0
23396,57263752,0.976976,0.9859685,0.00105858,1,0
23486,57363712,0.976976,0.9859685,0.00105846,1,0
23579,57463672,0.9769752,0.985968,0.00105837,1,0
23668,57563632,0.9769748,0.9859678,0.00105829,1,0
23757,57663592,0.9769745,0.9859676,0.00105829,1,0
23846,57763552,0.9769823,0.9859723,0.00105829,1,0
23936,57863512,0.9769823,0.9859723,0.00105829,1,0
24027,57963472,0.9769823,0.9859723,0.00105829,1,0
24116,58063432,0.9769823,0.9859723,0.00105811,1,0
24206,58163392,0.9769784,0.98597,0.00105797,1,0
24297,58263352,0.9769745,0.9859676,0.00105743,1,0
24387,58363312,0.9769664,0.9859626,0.00105656,1,0
24480,58463272,0.9769531,0.9859545,0.001055,1,0
24569,58564065,0.9769298,0.9859402,0.00105287,1,0
24658,58664025,0.9768987,0.9859211,0.00105028,1,0
24747,58763985,0.9768612,0.9858981,0.00104708,1,0
24837,58863945,0.9768158,0.9858703,0.00104338,1,0
24928,58963905,0.976764,0.9858385,0.00103928,1,0
25017,59063865,0.9767072,0.9858037,0.00103485,1,0
25107,59163825,0.9766468,0.9857667,0.00103015,1,0
25198,59263785,0.9765834,0.9857279,0.00102524,1,0
25288,59363745,0.976518,0.9856879,0.00102076,1,0
25381,59463705,0.9764602,0.9856524,0.00101664,1,0
25470,59563665,0.9764085,0.9856207,0.00101301,1,0
25559,59663625,0.9763645,0.9855937,0.00100981,1,0
25648,59763585,0.9763265,0.9855704,0.00100714,1,0
25738,59863545,0.9762963,0.9855519,0.00100433,1,0
25829,59963505,0.9762632,0.9855316,0.0010018,1,0
25918,60063465,0.9762338,0.9855136,0.0009997,1,0
26008,60163425,0.9762105,0.9854993,0.00099775,1,0
26099,60263385,0.9761891,0.9854861,0.00099593,1,0
26189,60363345,0.9761686,0.9854736,0.00099462,1,0
26283,60463305,0.9761556,0.9854656,0.00099333,1,0
26372,60563265,0.9761422,0.9854574,0.00099333,1,0
26461,60664058,0.9761575,0.9854668,0.00099333,1,0
26550,60764018,0.9761943,0.9854894,0.00099333,1,0
26640,60863978,0.9762183,0.9855041,0.00099333,1,0
26731,60963938,0.9762328,0.985513,0.00099333,1,0
26820,61063898,0.9762464,0.9855213,0.00099333,1,0
26910,61163858,0.9762541,0.985526,0.00099333,1,0
27002,61263818,0.9762676,0.9855343,0.00099333,1,0
27094,61363778,0.9762754,0.9855391,0.00099333,1,0
27186,61463738,0.9762944,0.9855508,0.00099333,1,0
27275,61563698,0.9762994,0.9855538,0.00099333,1,0
27364,61663658,0.9763072,0.9855586,0.00099333,1,0
27453,61763618,0.9763179,0.9855651,0.00099333,1,0
27543,61863578,0.9763257,0.9855699,0.00099333,1,0
27634,61963538,0.9763372,0.985577,0.00099333,1,0
27723,62063498,0.9763484,0.9855838,0.00099333,1,0
27813,62163458,0.976362,0.9855922,0.00099333,1,0
27904,62263418,0.9763698,0.985597,0.00099333,1,0
27995,62363378,0.976374,0.9855995,0.00099333,1,0
28087,62463338,0.9763834,0.9856053,0.00099333,1,0
28176,62563298,0.9763912,0.9856101,0.00099333,1,0
28265,62664091,0.9763952,0.9856125,0.00099333,1,0
28354,62764051,0.9763952,0.9856125,0.00099333,1,0
28444,62864011,0.9763952,0.9856125,0.00099286,1,0
28535,62963971,0.9763846,0.985606,0.00099286,1,0
28624,63063931,0.9763885,0.9856084,0.00099286,1,0
28713,63163891,0.9763963,0.9856132,0.00099268,1,0
28805,63263851,0.9763917,0.9856104,0.00099194,1,0
28895,63363811,0.9763784,0.9856023,0.00099094,1,0
28987,63463771,0.9763619,0.9855921,0.00099094,1,0
29076,63563731,0.9763725,0.9855986,0.00099094,1,0
29165,63663691,0.9763858,0.9856067,0.00099094,1,0
29254,63763651,0.9763858,0.9856067,0.00099094,1,0
29344,63863611,0.9763858,0.9856067,0.00099094,1,0
29435,63963571,0.9763858,0.9856067,0.00099094,1,0
29524,64063531,0.9763896,0.9856091,0.00099094,1,0
29613,64163491,0.9763936,0.9856115,0.00099094,1,0
29705,64263451,0.9763936,0.9856115,0.00099094,1,0
29795,64363411,0.9763936,0.9856115,0.00099094,1,0
29887,64463371,0.9763952,0.9856126,0.00099094,1,0
29976,64563331,0.9763992,0.985615,0.00099094,1,0
30065,64663291,0.9763992,0.985615,0.00099085,1,0
30154,64764084,0.9763969,0.9856135,0.00099085,1,0
30244,64864044,0.9764007,0.9856159,0.00099072,1,0
30335,64964004,0.9763969,0.9856135,0.00099072,1,0
30424,65063964,0.9763969,0.9856135,0.0009906,1,0
30513,65163924,0.9763958,0.9856129,0.0009906,1,0
30605,65263884,0.9763958,0.9856129,0.0009906,1,0
30695,65363844,0.9763958,0.9856129,0.0009906,1,0
30787,65463804,0.9763958,0.9856129,0.0009906,1,0
30876,65563764,0.9763958,0.9856129,0.0009906,1,0
30965,65663724,0.9763958,0.9856129,0.0009906,1,0
31054,65763684,0.9763958,0.9856129,0.0009906,1,0
31144,65863644,0.9763958,0.9856129,0.00099043,1,0
31235,65963604,0.9763952,0.9856126,0.00099029,1,0
31324,66063564,0.9763948,0.9856123,0.00099029,1,0
31413,66163524,0.9763948,0.9856123,0.00099029,1,0
31505,66263484,0.9763948,0.9856123,0.00099029,1,0
31595,66363444,0.9763948,0.9856123,0.00099029,1,0
31688,66463404,0.9763948,0.9856123,0.00099029,1,0
31777,66563364,0.9763987,0.9856147,0.00099029,1,0
31866,66663324,0.9764026,0.985617,0.00099006,1,0
31955,66763284,0.9763987,0.9856147,0.00099006,1,0
32044,66864077,0.9763987,0.9856147,0.00099006,1,0
32136,66964037,0.9763987,0.9856147,0.00098987,1,0
32225,67063997,0.9763948,0.9856123,0.00098987,1,0
32314,67163957,0.9763948,0.9856123,0.00098971,1,0
32406,67263917,0.9763927,0.985611,0.00098971,1,0
32495,67363877,0.9763927,0.985611,0.00098956,1,0
32588,67463837,0.9763923,0.9856107,0.00098944,1,0
32677,67563797,0.9763918,0.9856104,0.00098934,1,0
32766,67663757,0.9763913,0.9856102,0.00098926,1,0
32855,67763717,0.9763912,0.9856101,0.00098919,1,0
32944,67863677,0.9763909,0.9856099,0.00098919,1,0
33036,67963637,0.9763948,0.9856123,0.00098908,1,0
33125,68063597,0.9763909,0.9856099,0.00098908,1,0
33214,68163557,0.9763909,0.9856099,0.00098908,1,0
33306,68263517,0.9763909,0.9856099,0.00098908,1,0
33395,68363477,0.9763948,0.9856123,0.00098891,1,0
33488,68463437,0.9763909,0.9856099,0.00098877,1,0
33577,68563397,0.9763894,0.9856089,0.00098877,1,0
33666,68663357,0.9763894,0.9856089,0.00098864,1,0
33755,68763317,0.976389,0.9856087,0.00098853,1,0
33844,68863277,0.9763886,0.9856085,0.00098844,1,0
33936,68964070,0.9763883,0.9856083,0.00098844,1,0
34025,69064030,0.9763883,0.9856083,0.00098844,1,0
34114,69163990,0.9763883,0.9856083,0.00098833,1,0
34206,69263950,0.9763879,0.985608,0.00098824,1,0
34295,69363910,0.9763875,0.9856078,0.00098816,1,0
34388,69463870,0.9763873,0.9856077,0.00098816,1,0
34477,69563830,0.9763873,0.9856077,0.00098816,1,0
34566,69663790,0.9763912,0.9856101,0.00098803,1,0
34655,69763750,0.9763873,0.9856077,0.00098803,1,0
34744,69863710,0.9763873,0.9856077,0.00098803,1,0
34836,69963670,0.9763873,0.9856077,0.00098803,1,0
34925,70063630,0.9763873,0.9856077,0.00098788,1,0
35014,70163590,0.9763861,0.985607,0.00098788,1,0
35106,70263550,0.9763861,0.985607,0.00098775,1,0
35195,70363510,0.9763858,0.9856068,0.00098764,1,0
35288,70463470,0.9763854,0.9856065,0.00098755,1,0
35377,70563430,0.9763851,0.9856063,0.00098747,1,0
35466,70663390,0.9763848,0.9856061,0.00098747,1,0
35555,70763350,0.9763848,0.9856061,0.00098747,1,0
35644,70863310,0.9763848,0.9856061,0.00098737,1,0
35736,70963270,0.9763844,0.9856059,0.00098737,1,0
35825,71064063,0.9763844,0.9856059,0.00098726,1,0
35914,71164023,0.976384,0.9856057,0.00098726,1,0
36006,71263983,0.9763963,0.9856132,0.00098726,1,0
36095,71363943,0.9763963,0.9856132,0.0009872,1,0
36189,71463903,0.9763942,0.9856119,0.0009872,1,0
36278,71563863,0.9763942,0.9856119,0.0009872,1,0
36367,71663823,0.9764013,0.9856163,0.0009872,1,0
36456,71763783,0.9764053,0.9856187,0.00098697,1,0
36545,71863743,0.9764013,0.9856163,0.00098678,1,0
36637,71963703,0.9763975,0.9856139,0.00098564,1,0
36726,72063663,0.9763796,0.985603,0.00098548,1,0
36815,72163623,0.9763777,0.9856018,0.00098534,1,0
36907,72263583,0.9763771,0.9856015,0.00098523,1,0
36997,72363543,0.9763767,0.9856012,0.00098523,1,0
37091,72463503,0.9763767,0.9856012,0.00098414,1,0
37180,72563463,0.9763599,0.9855909,0.00098149,1,0
37269,72663423,0.97632,0.9855664,0.00097987,1,0
37358,72763383,0.976298,0.9855529,0.00097987,1,0
37447,72863343,0.9763063,0.985558,0.00097987,1,0
37539,72963303,0.976313,0.9855621,0.00097987,1,0
37628,73063263,0.9763569,0.985589,0.00097987,1,0
37717,73164056,0.9763832,0.9856052,0.00097987,1,0
37809,73264016,0.9764221,0.985629,0.00097987,1,0
37898,73363976,0.9764478,0.9856448,0.00097987,1,0
37991,73463936,0.9764748,0.9856613,0.00097987,1,0
38080,73563896,0.9765028,0.9856785,0.00097987,1,0
38169,73663856,0.9765261,0.9856928,0.00097987,1,0
38258,73763816,0.976532,0.9856963,0.00097987,1,0
38347,73863776,0.976532,0.9856963,0.00097987,1,0
38439,73963736,0.976532,0.9856963,0.00097987,1,0
38528,74063696,0.9765615,0.9857145,0.00097987,1,0
38618,74163656,0.9765655,0.9857169,0.00097987,1,0
38710,74263616,0.9765694,0.9857193,0.00097939,1,0
38799,74363576,0.9765552,0.9857106,0.00097783,1,0
38892,74463536,0.9765263,0.9856929,0.00097576,1,0
38981,74563496,0.9764919,0.9856718,0.00097327,1,0
39070,74663456,0.9764532,0.9856481,0.00097101,1,0
39160,74763416,0.9764201,0.9856278,0.00096894,1,0
39249,74863376,0.9763911,0.98561,0.00096741,1,0
39341,74963336,0.9763712,0.9855978,0.00096613,1,0
39430,75063296,0.9763553,0.985588,0.00096565,1,0
39519,75164089,0.9763514,0.9855856,0.00096352,1,0
39611,75264049,0.9763218,0.9855675,0.00096352,1,0
39700,75364009,0.9763274,0.985571,0.00096326,1,0
39794,75463969,0.9763274,0.985571,0.00096326,1,0
39883,75563929,0.9763314,0.9855734,0.00096302,1,0
39972,75663889,0.9763278,0.9855712,0.000963,1,0
40061,75763849,0.9763278,0.9855712,0.00096223,1,0
40150,75863809,0.9763172,0.9855647,0.00096102,1,0
40242,75963769,0.9763001,0.9855542,0.00096096,1,0
40331,76063729,0.9763001,0.9855542,0.00096096,1,0
40420,76163689,0.976304,0.9855566,0.0009607,1,0
40512,76263649,0.9763001,0.9855542,0.0009607,1,0
40601,76363609,0.976304,0.9855566,0.00096045,1,0
40695,76463569,0.9763001,0.9855542,0.00096045,1,0
40785,76563529,0.976304,0.9855566,0.00096022,1,0
40874,76663489,0.9763001,0.9855542,0.00096022,1,0
40963,76763449,0.9763001,0.9855542,0.00096003,1,0
41052,76863409,0.9762967,0.9855521,0.00096003,1,0
41144,76963369,0.9763006,0.9855545,0.00095964,1,0
41233,77063329,0.9762952,0.9855512,0.00095964,1,0
41322,77163289,0.9762952,0.9855512,0.00095931,1,0
41414,77264082,0.9762914,0.9855489,0.00095923,1,0
41504,77364042,0.9762914,0.9855489,0.00095923,1,0
41596,77464002,0.9762952,0.9855512,0.00095923,1,0
41686,77563962,0.9763013,0.9855549,0.00095922,1,0
41775,77663922,0.9763013,0.9855549,0.00095903,1,0
41864,77763882,0.9762974,0.9855525,0.00095903,1,0
41953,77863842,0.9763083,0.9855592,0.00095903,1,0
42044,77963802,0.9763112,0.985561,0.00095903,1,0
42134,78063762,0.9763482,0.9855837,0.00095903,1,0
42223,78163722,0.976356,0.9855885,0.00095903,1,0
42315,78263682,0.9764001,0.9856156,0.00095903,1,0
42404,78363642,0.9764041,0.9856179,0.00095903,1,0
42497,78463602,0.9764408,0.9856405,0.00095903,1,0
42587,78563562,0.9764408,0.9856405,0.00095903,1,0
42676,78663522,0.9764705,0.9856586,0.00095903,1,0
42765,78763482,0.9764665,0.9856563,0.00095903,1,0
42854,78863442,0.9764946,0.9856734,0.00095903,1,0
42945,78963402,0.9764907,0.985671,0.00095903,1,0
43035,79063362,0.9764907,0.985671,0.00095812,1,0
43124,79163322,0.9764704,0.9856586,0.00095604,1,0
43216,79263282,0.9764346,0.9856367,0.00095374,1,0
43305,79364075,0.9763979,0.9856142,0.00095108,1,0
43398,79464035,0.9763577,0.9855896,0.00094868,1,0
43488,79563995,0.9763232,0.9855684,0.00094631,1,0
43577,79663955,0.9762906,0.9855484,0.00094472,1,0
43666,79763915,0.9762702,0.9855359,0.00094339,1,0
43755,79863875,0.9762541,0.985526,0.00094266,1,0
43846,79963835,0.9762465,0.9855214,0.00094186,1,0
43936,80063795,0.9762387,0.9855165,0.00094186,1,0
44026,80163755,0.9762425,0.9855189,0.00094137,1,0
44118,80263715,0.9762385,0.9855164,0.00094134,1,0
44207,80363675,0.9762385,0.9855164,0.00094094,1,0
44299,80463635,0.9762346,0.985514,0.00094094,1,0
44389,80563595,0.9762385,0.9855164,0.00094075,1,0
44478,80663555,0.9762374,0.9855158,0.00094075,1,0
44567,80763515,0.9762413,0.9855182,0.00094038,1,0
44656,80863475,0.9762361,0.9855149,0.00094038,1,0
44747,80963435,0.9762399,0.9855173,0.00094003,1,0
44837,81063395,0.9762348,0.9855142,0.00093992,1,0
44927,81163355,0.9762344,0.985514,0.00093964,1,0
45019,81263315,0.9762305,0.9855116,0.0009396,1,0
45108,81363275,0.9762305,0.9855116,0.00093938,1,0
45200,81464068,0.9762267,0.9855092,0.00093938,1,0
45291,81564028,0.9762267,0.9855092,0.0009392,1,0
45380,81663988,0.9762228,0.9855068,0.0009392,1,0
45469,81763948,0.9762267,0.9855092,0.00093901,1,0
45558,81863908,0.9762228,0.9855068,0.00093885,1,0
45649,81963868,0.9762207,0.9855055,0.00093854,1,0
45739,82063828,0.9762168,0.9855031,0.00093854,1,0
45828,82163788,0.9762171,0.9855033,0.00093826,1,0
45920,82263748,0.9762132,0.9855009,0.00093821,1,0
