LineNO,TimeUS,RDes,R,Rout,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut,labels
3075,17064005,-0.1108004,0.00900737,-0.0002779,-0.05561252,0.00803854,-0.00015112,0.00001242,1.119201,-0.00177576,0.3472328,0.3472328,0,0
3154,17163965,-0.1109628,0.01080268,-0.00028281,-0.05527474,0.00169562,-0.00011598,0.00001435,1.098073,-0.00175322,0.2551079,0.2551079,0,0
3236,17263925,-0.1108145,0.01007382,-0.00027292,-0.05558332,0.00480674,-0.00013473,0.00001244,1.090247,-0.00173004,0.3649712,0.3649712,0,0
3318,17363885,-0.1108707,0.00822809,-0.00027442,-0.05546652,0.00515877,-0.00013164,0.00000861,1.073496,-0.00170959,0.2804756,0.2804756,0,0
3398,17463845,-0.1106946,0.0089551,-0.00026956,-0.05583092,0.00892575,-0.00016537,0.00001439,1.06538,-0.00168783,0.3641129,0.3641129,0,0
3477,17563805,-0.1105803,0.01037664,-0.00029599,-0.056066,0.0055548,-0.00014559,0.00001248,1.047486,-0.0016679,0.3110886,0.3110886,0,0
3556,17663765,-0.1101144,0.00734567,-0.00027112,-0.05701125,0.0078521,-0.00016283,0.00001442,1.040813,-0.00164974,0.3264427,0.3264427,0,0
3635,17763725,-0.1096623,0.01038312,-0.00027869,-0.05790975,0.00822074,-0.00015405,0.00001828,1.026272,-0.00162977,0.3138542,0.3138542,0,0
3716,17863685,-0.1094039,0.00984049,-0.00028675,-0.05841544,0.00476858,-0.00014399,0.00001253,1.014233,-0.00161191,0.3134727,0.3134727,0,0
3796,17963645,-0.1094782,0.0131138,-0.00029418,-0.05827063,0.00859113,-0.00016997,0.00001254,1.001769,-0.00158679,0.2337456,0.2337456,0,0
3876,18063605,-0.1094562,0.01162642,-0.00029308,-0.05831355,0.00845386,-0.00015776,0.00001448,0.9927832,-0.00156959,0.3382683,0.3382683,0,0
3955,18163565,-0.1093442,0.00838549,-0.00026773,-0.05853133,0.00867435,-0.000161,0.00001449,0.9788868,-0.00155379,0.1097679,0.1097679,0,0
4036,18263525,-0.10917,0.01186762,-0.00029069,-0.0588684,0.00666174,-0.00015252,0.00001451,0.9720154,-0.00153424,0.2581596,0.2581596,0,0
4118,18363485,-0.1343024,0.01418168,-0.00035561,-0.07186515,0.00354791,-0.00017607,0.00001453,0.9523677,-0.00151709,0.2662659,0.2662659,0,0
4198,18463445,-0.1336644,0.00875012,-0.00034631,-0.07308203,0.00354682,-0.00016084,0.00001455,0.9468825,-0.00150112,0.179863,0.179863,0,0
4277,18563405,-0.1336974,0.01489729,-0.00035754,-0.07301976,0.00518978,-0.00017054,0.00001841,0.9375953,-0.00148514,0.1656532,0.1656532,0,0
4362,18663365,-0.133052,0.01367931,-0.00035826,-0.07422582,0.01056348,-0.00021235,0.00001652,0.9225561,-0.00146963,0.1746178,0.1746178,0,0
4441,18763325,-0.132916,0.01203344,-0.00034964,-0.07447671,0.00725449,-0.00020076,0.00001653,0.914205,-0.0014513,0.256443,0.256443,0,0
4522,18863285,-0.1329924,0.01255076,-0.00034726,-0.07433589,0.00360353,-0.00017887,0.00001655,0.900882,-0.00143307,0.07143021,0.07143021,0,0
4602,18964078,-0.1332564,0.0126566,-0.00034688,-0.07384659,0.00360372,-0.00017436,0.0000204,0.8917058,-0.00141449,0.1678467,0.1678467,0,0
4682,19064038,-0.1332252,0.00901744,-0.00034563,-0.07390461,0.0047094,-0.00018561,0.00002233,0.8813621,-0.00140029,0.1951218,0.1951218,0,0
4761,19163998,-0.133229,0.01107182,-0.00033223,-0.0738976,0.00649373,-0.00019593,0.00002234,0.8728319,-0.00138066,0.1219749,0.1219749,0,0
4842,19263958,-0.1330816,0.00559803,-0.00031591,-0.07417099,0.00964502,-0.00021557,0.00001851,0.8609253,-0.00136462,0.1367569,0.1367569,0,0
4924,19363918,-0.1335242,0.00826563,-0.00032158,-0.07334592,0.00355877,-0.00017873,0.00001852,0.8531575,-0.00134829,0.2651215,0.2651215,0,0
5004,19463878,-0.1331727,0.00816579,-0.00033114,-0.07400228,0.00897472,-0.00019682,0.00002046,0.8392984,-0.00133358,0.1826286,0.1826286,0,0
5083,19563838,-0.1330596,0.00842096,-0.00032645,-0.07421172,0.008731,-0.00019933,0.00002144,0.8313004,-0.00132023,0.2593994,0.2593994,0,0
5162,19663798,-0.13319,0.01139557,-0.00035055,-0.07397015,0.00664339,-0.00018311,0.00002337,0.8234113,-0.00130641,0.2491951,0.2491951,0,0
5241,19763758,-0.1537823,0.00940306,-0.00040469,-0.08603519,0.00831751,-0.00022767,0.00002627,0.8109285,-0.00129169,0.2425194,0.2425194,0,0
5322,19863718,-0.1538485,0.01674932,-0.00041484,-0.08591347,0.00085784,-0.00018494,0.0000234,0.8058452,-0.00127569,0.2454758,0.2454758,0,0
5403,19963678,-0.1537871,0.01091763,-0.00038384,-0.08602623,0.00623984,-0.00020523,0.00002342,0.7953894,-0.00126141,0.1280785,0.1280785,0,0
5483,20063638,-0.1537199,0.01193784,-0.00039585,-0.08614953,0.0098237,-0.00024095,0.0000244,0.7879831,-0.00124642,0.108242,0.108242,0,0
5562,20163598,-0.1540124,0.01117508,-0.00037132,-0.08561123,0.00637692,-0.00021438,0.00002633,0.779866,-0.00123438,0.112915,0.112915,0,0
5643,20263558,-0.1536731,0.01134925,-0.00038088,-0.08623526,0.00985088,-0.00022459,0.00002539,0.7743964,-0.00122207,0.09479523,0.09479523,0,0
5725,20363518,-0.1537146,0.01352806,-0.00041138,-0.08615918,0.0072968,-0.00022932,0.00002636,0.7630136,-0.00120765,0.1160622,0.1160622,0,0
5805,20463478,-0.1534695,0.00948555,-0.00038756,-0.08660695,0.00598536,-0.00022014,0.00002444,0.7558488,-0.00119445,0.1425743,0.1425743,0,0
5884,20563438,-0.1530455,0.00958574,-0.00038014,-0.08737413,0.01053419,-0.00024396,0.00003119,0.740159,-0.00117947,0.2184868,0.2184868,0,0
5963,20663398,-0.1529976,0.00919789,-0.00038159,-0.08746023,0.00635768,-0.00022206,0.00002832,0.7404664,-0.00116851,0.1162529,0.1162529,0,0
6042,20763358,-0.1525929,0.01548243,-0.00040141,-0.08818337,0.01285681,-0.00025547,0.00002834,0.7279763,-0.00115511,0.2103806,0.2103806,0,0
6123,20863318,-0.1523382,0.00680994,-0.00035233,-0.08863463,0.00920736,-0.00025518,0.00003028,0.7208039,-0.001143,0.09727478,0.09727478,0,0
6203,20963278,-0.1524222,0.00812511,-0.00035783,-0.08848622,0.00775028,-0.00023084,0.0000303,0.7170792,-0.00113206,0.04253387,0.04253387,0,0
6283,21064071,-0.1705388,0.01404128,-0.00045342,-0.09914128,0.00671155,-0.00024588,0.00002935,0.7090847,-0.00111841,0.06656647,0.06656647,0,0
6362,21164031,-0.1704916,0.01610656,-0.0004578,-0.09922436,0.00801183,-0.00025399,0.00003225,0.7012638,-0.00110818,0.1483917,0.1483917,0,0
6443,21263991,-0.1706292,0.01671912,-0.0004543,-0.09898175,0.00935165,-0.00026229,0.00003034,0.6906052,-0.00109445,-0.0582695,-0.0582695,0,0
6525,21363951,-0.1702136,0.0101089,-0.00042594,-0.09971201,0.00845573,-0.00024021,0.00003421,0.6853364,-0.0010836,0.1983643,0.1983643,0,0
6605,21463911,-0.170093,0.01073658,-0.00042585,-0.09992258,0.00599025,-0.00025683,0.00003422,0.6802428,-0.00107286,0.1468658,0.1468658,0,0
6684,21563871,-0.1700025,0.01000368,-0.00041461,-0.1000801,0.0049768,-0.00024356,0.00003231,0.6698062,-0.0010597,0.02059937,0.02059937,0,0
6763,21663831,-0.1698544,0.0065505,-0.00041629,-0.1003372,0.00495199,-0.00024436,0.0000352,0.6621836,-0.00104915,0.1600266,0.1600266,0,0
6842,21763791,-0.1698464,0.01446549,-0.0004414,-0.1003511,0.00473066,-0.00022839,0.00003714,0.6502039,-0.00103516,0.03900528,0.03900528,0,0
6923,21863751,-0.1696598,0.01347776,-0.00043968,-0.1006739,0.00933305,-0.00025917,0.00003524,0.6475389,-0.00102853,0.1092911,0.1092911,0,0
7003,21963711,-0.1696997,0.01353418,-0.00042642,-0.1006049,0.0086256,-0.00025892,0.0000391,0.6399328,-0.00101591,0.1042366,0.1042366,0,0
7082,22063671,-0.1859821,0.00968398,-0.00048322,-0.1103997,0.0100268,-0.00030654,0.00003432,0.636599,-0.00100477,0.106144,0.106144,0,0
7162,22163631,-0.1855766,0.01035772,-0.00045897,-0.1110949,0.00960053,-0.00028299,0.00004107,0.6305006,-0.00099542,0.1899719,0.1899719,0,0
7243,22263591,-0.1853402,0.01393979,-0.00047195,-0.1114974,0.00508215,-0.00026499,0.00004108,0.6225796,-0.00098592,0.02737045,0.02737045,0,0
7326,22363551,-0.1849077,0.01112022,-0.00045808,-0.1122287,0.00956183,-0.00029786,0.00004398,0.6136696,-0.00097526,0.170517,0.170517,0,0
7406,22463511,-0.1851272,0.0064769,-0.00043874,-0.1118584,0.00778358,-0.0002936,0.00004014,0.6130979,-0.00096816,0.02088547,0.02088547,0,0
7485,22563471,-0.1848716,0.01006604,-0.00045962,-0.1122896,0.00811323,-0.00028014,0.00004017,0.6095226,-0.00095943,0.1188278,0.1188278,0,0
7564,22663431,-0.1846666,0.01291546,-0.00047193,-0.1126336,0.00941704,-0.00029898,0.00003922,0.5968555,-0.00094831,-0.00190735,-0.00190735,0,0
7643,22763391,-0.1842992,0.00864743,-0.0004465,-0.1132469,0.00482212,-0.0002659,0.00004404,0.594286,-0.00093887,-0.00772476,-0.00772476,0,0
7724,22863351,-0.1843764,0.00679947,-0.00043813,-0.1131186,-0.00124034,-0.00025349,0.00004597,0.5876014,-0.00093086,0.06008148,0.06008148,0,0
7803,22963311,-0.184095,0.01558213,-0.00048202,-0.1135859,0.00831297,-0.00027514,0.00004407,0.5857902,-0.00092171,0.00276566,0.00276566,0,0
7883,23063271,-0.1838637,0.01013909,-0.00044889,-0.1139681,0.01092892,-0.00030988,0.00004504,0.5751234,-0.00091242,0.02889633,0.02889633,0,0
7963,23164064,-0.1983382,0.01586849,-0.00054518,-0.12379,0.01122363,-0.00033552,0.00004603,0.5681159,-0.00090143,-0.03185272,-0.03185272,0,0
8044,23264024,-0.1982495,0.01545531,-0.00053498,-0.1239348,0.00301201,-0.00030069,0.00004604,0.5727735,-0.00089546,-0.00667572,-0.00667572,0,0
8126,23363984,-0.197711,0.01192383,-0.00048654,-0.1248094,0.00524612,-0.00029817,0.00004895,0.5570107,-0.0008837,0.0705719,0.0705719,0,0
8205,23463944,-0.1969982,0.01191918,-0.00050195,-0.1259539,0.00861821,-0.00030548,0.00004801,0.5498662,-0.00087677,0.03414154,0.03414154,0,0
8285,23563904,-0.1966394,0.00996083,-0.00046625,-0.1265247,0.0101765,-0.00032577,0.00004707,0.5535074,-0.00086746,0.1409531,0.1409531,0,0
8364,23663864,-0.1963869,0.01661436,-0.00050629,-0.126924,0.00831243,-0.00031878,0.00004997,0.5379621,-0.00085878,0.2346039,0.2346039,0,0
8443,23763824,-0.1960995,0.01389918,-0.00051135,-0.1273765,0.00486802,-0.00029722,0.00005095,0.5415524,-0.00085083,0.05712509,0.05712509,0,0
8524,23863784,-0.1957957,0.01123161,-0.0004783,-0.1278524,0.01267085,-0.00033999,0.00005385,0.5333512,-0.0008438,0.09593964,0.09593964,0,0
8603,23963744,-0.1957275,0.01316052,-0.00048367,-0.1279589,0.00741389,-0.00031017,0.00005195,0.5261731,-0.00083323,0.1455307,0.1455307,0,0
8683,24063704,-0.1962533,0.01114345,-0.00048361,-0.1271347,0.00791651,-0.0003255,0.00005579,0.5228453,-0.00082602,0.1213074,0.1213074,0,0
8763,24163664,-0.2098408,0.01169292,-0.00050036,-0.1360729,0.01068369,-0.00034308,0.00005485,0.5172148,-0.00081911,0.1395226,0.1395226,0,0
8844,24263624,-0.2096851,0.01270286,-0.00052965,-0.1363172,0.01133875,-0.00036693,0.0000539,0.5119165,-0.00081189,-0.01373291,-0.01373291,0,0
8926,24363584,-0.2094619,0.014133,-0.00052727,-0.1366665,0.00899265,-0.00034348,0.0000568,0.5088399,-0.00080423,0.1157761,0.1157761,0,0
9005,24463544,-0.2085532,0.00936498,-0.00049793,-0.1380751,0.01214079,-0.00036168,0.00005875,0.5053636,-0.00079566,0.1019478,0.1019478,0,0
9085,24563504,-0.2084088,0.01409596,-0.00053144,-0.1382969,0.01091697,-0.00035406,0.00005589,0.4941691,-0.00078853,0.06217957,0.06217957,0,0
9164,24663464,-0.2088886,0.01417863,-0.00052068,-0.1375575,0.00372534,-0.00032038,0.00006262,0.4954004,-0.00078296,0.03318787,0.03318787,0,0
9243,24763424,-0.2085847,0.00922093,-0.0005033,-0.1380266,0.00845016,-0.00033779,0.00005975,0.4937063,-0.00077877,0.109005,0.109005,0,0
9324,24863384,-0.2086076,0.01336439,-0.00053384,-0.1379912,0.00297305,-0.00032055,0.00006072,0.4841537,-0.00076883,0.06923676,0.06923676,0,0
9403,24963344,-0.2081065,0.01184578,-0.00050967,-0.13876,0.00981643,-0.0003489,0.00006555,0.4792316,-0.00076027,0.1524925,0.1524925,0,0
9484,25063304,-0.2210054,0.01651621,-0.00059714,-0.146942,0.00938304,-0.00037999,0.00006267,0.4797747,-0.00075313,-0.05903244,-0.05903244,0,0
9564,25163264,-0.2208517,0.01202589,-0.00054011,-0.1471769,0.01028128,-0.00038445,0.00006558,0.4734723,-0.00074812,0.02841949,0.02841949,0,0
9645,25264057,-0.2201879,0.00927994,-0.00054409,-0.1481856,0.00947303,-0.00037352,0.00006463,0.4678727,-0.00074122,0.1157761,0.1157761,0,0
9727,25364017,-0.2205815,0.01224823,-0.00053472,-0.1475887,0.00817259,-0.0003628,0.00006465,0.4653604,-0.00073567,-0.04701614,-0.04701614,0,0
9806,25463977,-0.2199349,0.0121887,-0.00054253,-0.1485675,0.01210784,-0.00038296,0.00006371,0.4565781,-0.00072822,0.0544548,0.0544548,0,0
9886,25563937,-0.2195689,0.00966648,-0.00052678,-0.1491174,0.00524173,-0.00035977,0.00006853,0.4563951,-0.00072012,0.02202988,0.02202988,0,0
9965,25663897,-0.2195366,0.0096841,-0.00053401,-0.1491659,0.00627365,-0.00036132,0.00007046,0.4504894,-0.00071316,0.09613037,0.09613037,0,0
10044,25763857,-0.2190017,0.01131382,-0.00055124,-0.1499638,0.01124552,-0.00037175,0.00007143,0.4454359,-0.00070757,-0.0418663,-0.0418663,0,0
10125,25863817,-0.2188918,0.00799474,-0.00051944,-0.1501271,0.00401842,-0.00034946,0.00006952,0.4456384,-0.00070459,0.02622604,0.02622604,0,0
10204,25963777,-0.2186491,0.01260162,-0.00054447,-0.1504865,0.00790942,-0.00037537,0.00006954,0.4433154,-0.00069616,0.0292778,0.0292778,0,0
10284,26063737,-0.2306138,0.01250219,-0.00057123,-0.1585819,0.00334156,-0.00036615,0.00006859,0.437517,-0.00069127,0.03480911,0.03480911,0,0
10364,26163697,-0.2302904,0.01088187,-0.00056192,-0.1590591,0.00971561,-0.00039311,0.00006957,0.4308186,-0.00068354,0.01916885,0.01916885,0,0
10445,26263657,-0.2299176,0.01226028,-0.00057058,-0.1596066,0.01299207,-0.00041672,0.00007054,0.4303824,-0.00067675,0.02317429,0.02317429,0,0
10527,26363617,-0.2296349,0.01228048,-0.00056906,-0.1600198,0.01000889,-0.0004081,0.00007344,0.4258745,-0.00067215,-0.03709793,-0.03709793,0,0
10606,26463577,-0.2297237,0.01213219,-0.00055927,-0.1598901,0.00851094,-0.00039772,0.00007153,0.4204716,-0.00066657,0.07963181,0.07963181,0,0
10686,26563537,-0.2292639,0.01258165,-0.0005595,-0.1605596,0.00621051,-0.00037863,0.00007347,0.4204594,-0.00066265,0.08239746,0.08239746,0,0
10765,26663497,-0.2289592,0.01634505,-0.0005879,-0.1610012,0.00789171,-0.00038739,0.00007636,0.4168222,-0.00065777,-0.04892349,-0.04892349,0,0
10844,26763457,-0.228233,0.01460131,-0.00058041,-0.1620462,0.01411155,-0.0004193,0.00007735,0.4138812,-0.00065218,0.07190704,0.07190704,0,0
10925,26863417,-0.227684,0.01182641,-0.00055825,-0.1628296,0.00985002,-0.00040287,0.00007737,0.4062202,-0.00064517,0.1008034,0.1008034,0,0
11004,26963377,-0.2393422,0.01538093,-0.00061867,-0.170136,0.01178325,-0.00044854,0.00007642,0.4090138,-0.00064203,0.01144409,0.01144409,0,0
11084,27063337,-0.2387767,0.01546031,-0.00061084,-0.1709414,0.01034078,-0.00042691,0.00008124,0.4010029,-0.00063767,-0.123024,-0.123024,0,0
11164,27163297,-0.2386933,0.01047173,-0.00058621,-0.1710597,0.00944374,-0.00043436,0.00007837,0.4075631,-0.00063158,0.1047134,0.1047134,0,0
11245,27264090,-0.2381476,0.01063665,-0.00057686,-0.1718307,0.00950539,-0.00042022,0.00008223,0.3980038,-0.00062669,-0.01573563,-0.01573563,0,0
11327,27364050,-0.2376951,0.01403928,-0.00059507,-0.172466,0.00800146,-0.00041535,0.00008129,0.3923631,-0.00062212,0.05636215,0.05636215,0,0
11406,27464010,-0.2376086,0.01369658,-0.00058947,-0.1725872,0.0101723,-0.00043785,0.00008226,0.3919842,-0.00061672,-0.03471375,-0.03471375,0,0
11486,27563970,-0.2374524,0.01067762,-0.00058021,-0.1728054,0.0109585,-0.00043977,0.00008227,0.3814923,-0.00060813,-0.04281998,-0.04281998,0,0
11565,27663930,-0.237777,0.01533931,-0.00059877,-0.1723514,0.00805973,-0.00043275,0.00008516,0.383594,-0.00060266,0.1409531,0.1409531,0,0
11644,27763890,-0.2372294,0.00849493,-0.00055854,-0.1731164,0.00964705,-0.00043696,0.00008518,0.3798441,-0.000598,0.03871918,0.03871918,0,0
11725,27863850,-0.2374635,0.01653617,-0.00059602,-0.1727899,0.00820981,-0.00042071,0.00008423,0.3788411,-0.00059564,0.0626564,0.0626564,0,0
11804,27963810,-0.2480482,0.01437483,-0.00061671,-0.180558,0.00897725,-0.00045329,0.00008521,0.3734744,-0.00059057,0.03843307,0.03843307,0,0
11884,28063770,-0.2478655,0.01390963,-0.0006266,-0.1808126,0.01290653,-0.00047268,0.00008714,0.3740676,-0.00058823,0.01411438,0.01411438,0,0
11964,28163730,-0.2478029,0.01473875,-0.00061624,-0.1808997,0.00830826,-0.00044229,0.00008715,0.3678535,-0.00058039,-0.02040863,-0.02040863,0,0
12045,28263690,-0.2477639,0.01234553,-0.00060414,-0.1809539,0.00993346,-0.00044255,0.00008621,0.367328,-0.00057692,0.01926422,0.01926422,0,0
12127,28363650,-0.2473611,0.01435695,-0.00063108,-0.1815124,0.01116549,-0.00046692,0.00008718,0.362238,-0.00057364,0.05712509,0.05712509,0,0
12206,28463610,-0.2474243,0.0164459,-0.00062058,-0.1814251,0.01068477,-0.00046779,0.00007663,0.3616333,-0.00056872,0.03051758,0.03051758,0,0
12286,28563570,-0.2467059,0.01356383,-0.00060954,-0.1824156,0.01710948,-0.00047086,0.00006417,0.3603296,-0.00056536,0.04796982,0.04796982,0,0
12365,28663530,-0.2465842,0.0140375,-0.0006271,-0.1825826,0.00937275,-0.00046139,0.00009106,0.3532397,-0.00055865,0.01153946,0.01153946,0,0
12444,28763490,-0.2465731,0.01523581,-0.00061815,-0.1825979,0.01075984,-0.00045557,0.00009396,0.3479398,-0.0005544,-0.00286102,-0.00286102,0,0
12525,28863450,-0.2565308,0.01577016,-0.00065178,-0.1903134,0.01120966,-0.00047979,0.00009494,0.3453623,-0.00054738,0.01955032,0.01955032,0,0
12604,28963410,-0.2565617,0.01510521,-0.0006483,-0.1902712,0.00982683,-0.00048003,0.00009399,0.3428045,-0.00054165,-0.02422333,-0.02422333,0,0
12684,29063370,-0.2563821,0.01429766,-0.00063249,-0.1905165,0.00748914,-0.00045313,0.00009303,0.3458571,-0.00054098,-0.01831055,-0.01831055,0,0
12764,29163330,-0.2558117,0.00996301,-0.00063606,-0.1912932,0.00816516,-0.00047333,0.00009496,0.3402891,-0.00053737,-0.1095772,-0.1095772,0,0
12845,29263290,-0.2559688,0.01105663,-0.00062341,-0.1910797,0.00698306,-0.00045433,0.00009497,0.3397665,-0.0005336,-0.00543594,-0.00543594,0,0
12927,29364083,-0.2563233,0.01407096,-0.0006301,-0.1905969,0.01250843,-0.00049407,0.0000969,0.3375339,-0.00052677,0.1400948,0.1400948,0,0
13006,29464043,-0.2556753,0.01234503,-0.00062285,-0.1914781,0.01305974,-0.00048816,0.00009789,0.3318839,-0.00052551,0.04825592,0.04825592,0,0
13086,29564003,-0.2555128,0.01723986,-0.00065774,-0.191698,0.01668361,-0.00050267,0.00009887,0.3323592,-0.00052095,0.07343292,0.07343292,0,0
13165,29663963,-0.2554173,0.01256212,-0.00061962,-0.1918271,0.01231203,-0.00048038,0.00009985,0.3270797,-0.00051619,0.01039505,0.01039505,0,0
13287,45963274,-0.3666902,0.01834328,-0.00091013,-0.319287,0.01154002,-0.00076408,0.00023208,0.1340054,-0.00020952,-0.05636215,-0.05636215,0,0
13369,46064067,-0.3613032,0.0169708,-0.00087893,-0.3129823,0.01401779,-0.00077823,0.0002277,0.1332293,-0.00020681,0.1466751,0.1466751,0,0
13449,46164027,-0.3615976,0.02201063,-0.00091975,-0.3126387,0.01328861,-0.00076424,0.00021995,0.13265,-0.00020537,0.02708435,0.02708435,0,0
13535,46263987,-0.3557571,0.01918583,-0.0008906,-0.3066391,0.01418744,-0.00075522,0.0002151,0.1329968,-0.00020934,-0.03671646,-0.03671646,0,0
13618,46363947,-0.3489977,0.01890848,-0.00086346,-0.3014835,0.01131187,-0.00072526,0.00020928,0.1293215,-0.00020624,0.03490448,0.03490448,0,0
13702,46463907,-0.3488033,0.01593512,-0.0008676,-0.3017107,0.01415178,-0.00074388,0.00020588,0.1328997,-0.00020841,0.0544548,0.0544548,0,0
13789,46563867,-0.3423309,0.02110457,-0.00086925,-0.295975,0.01404738,-0.00073196,0.00020248,0.1301956,-0.00020534,0.07753372,0.07753372,0,0
13874,46663827,-0.3430371,0.01912047,-0.00085651,-0.2951476,0.01264417,-0.0007411,0.00020005,0.1304321,-0.00020343,0.08516312,0.08516312,0,0
13960,46763787,-0.3428628,0.01810853,-0.00085185,-0.2953521,0.0170484,-0.00075755,0.00019764,0.1265924,-0.00019924,0.02202988,0.02202988,0,0
14045,46863747,-0.342853,0.01963069,-0.00085343,-0.2953637,0.01178521,-0.00071293,0.0001986,0.1304103,-0.00020266,0.04110336,0.04110336,0,0
14130,46963707,-0.3429705,0.01880143,-0.00084048,-0.2952258,0.01163774,-0.00071522,0.00019909,0.1308174,-0.00020275,0.08926392,0.08926392,0,0
14217,47063667,-0.3427188,0.01755253,-0.00084174,-0.295521,0.01694177,-0.00073815,0.00020344,0.1302114,-0.00020386,0.02613068,0.02613068,0,0
14303,47163627,-0.3489638,0.0148566,-0.00086771,-0.3015231,0.01643689,-0.00076119,0.00020732,0.1232961,-0.0002013,0.0371933,0.0371933,0,0
14391,47263587,-0.3494806,0.01723823,-0.00085793,-0.3009178,0.0111282,-0.00073512,0.00021072,0.1282214,-0.00019894,0.1216888,0.1216888,0,0
14476,47363547,-0.3561588,0.01645134,-0.00087633,-0.3061678,0.01456948,-0.00076528,0.00021653,0.1262247,-0.00019935,0.0202179,0.0202179,0,0
14562,47463507,-0.3621007,0.02180615,-0.00091996,-0.31205,0.01727767,-0.00078411,0.00022237,0.126983,-0.00019952,-0.00429153,-0.00429153,0,0
14649,47563467,-0.3678734,0.01641046,-0.00090076,-0.3179096,0.01332332,-0.00078539,0.0002282,0.1242291,-0.00019706,0.01277924,0.01277924,0,0
14734,47663427,-0.3736092,0.01705467,-0.00093151,-0.3236026,0.0148609,-0.00080013,0.00023692,0.1213408,-0.00019456,-0.01802444,-0.01802444,0,0
14820,47763387,-0.3788245,0.01987914,-0.00096755,-0.3297014,0.01600477,-0.00081764,0.00024517,0.1259933,-0.00019542,-0.03242493,-0.03242493,0,0
14905,47863347,-0.3841983,0.02025448,-0.00096249,-0.3354247,0.01474113,-0.00081391,0.00025438,0.1267403,-0.00019544,-0.0369072,-0.0369072,0,0
14991,47963307,-0.3894803,0.01715846,-0.00094415,-0.3410727,0.01587495,-0.00084202,0.00026071,0.123783,-0.00019323,0.0328064,0.0328064,0,0
15082,48063267,-0.3945052,0.01778955,-0.00097451,-0.346843,0.01811752,-0.00085513,0.00027135,0.1267859,-0.0001942,-0.0371933,-0.0371933,0,0
15172,48164060,-0.3996856,0.01623238,-0.00097148,-0.3522689,0.01323882,-0.00084732,0.00028056,0.1195488,-0.00019272,0.04930496,0.04930496,0,0
15264,48264020,-0.4102853,0.01613604,-0.00100943,-0.3623815,0.01806183,-0.00091032,0.00029074,0.121807,-0.00019412,0.0992775,0.0992775,0,0
15353,48363980,-0.4153391,0.02203891,-0.00103853,-0.3674989,0.01715428,-0.00091594,0.00030092,0.1221598,-0.00019085,0.0579834,0.0579834,0,0
