timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,MagX,MagY,MagZ,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,labels
16113552,0,0.02,0,0,3.645,3.645,0,0,232,52,52,0.00023188,0.0002251,0.00019837,-0.0008524,-0.00094593,-9.818672,0
16163532,0,0.02,0,0,3.65,3.65,0,0,232,52,52,0.00013684,0.00019609,0.00021673,-0.00138934,-0.00093525,-9.817356,0
16163532,0,0.02,0,0,3.65,3.65,0,0,232,52,52,0.0002468,0.0002343,0.00021916,-0.00091096,-0.00141312,-9.816659,0
16213512,0,0.02,0,0.005,3.655,3.655,0,0,232,52,52,0.00016694,0.00019318,0.0002493,0.00002244,-0.00154289,-9.818151,0
16263492,0,0.02,0,0.01,3.66,3.66,0,0,232,52,52,0.00009664,0.0001082,0.00032578,-0.0019884,-0.00025665,-9.817297,0
16263492,0,0.02,0,0.01,3.66,3.66,0,0,232,52,52,0.00021594,0.00027871,0.00022963,-0.0009195,-0.00150762,-9.817439,0
16313472,0,0.02,0,0.01,3.665,3.665,0,0,232,52,52,0.00019034,0.0001543,0.00019967,-0.00078213,-0.00201088,-9.817229,0
16363452,0,0.02,0,0.01,3.67,3.67,0,0,232,52,52,0.00017813,0.00016837,0.00025298,-0.00061553,-0.00076646,-9.817011,0
16363452,0,0.02,0,0.01,3.67,3.67,0,0,232,52,52,0.00020858,0.00014252,0.00028046,-0.00149213,-0.00043043,-9.817325,0
16413432,0,0.02,0,0.01,3.675,3.675,0,0,232,52,52,0.00020868,0.0001994,0.00024965,-0.00185593,-0.00070127,-9.817087,0
16463412,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00022336,0.00014483,0.00020507,-0.00016413,-0.00098202,-9.817739,0
16463412,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00025744,0.00029467,0.00018896,-0.00218673,-0.00059944,-9.818016,0
16513392,0,0.02,0,0.01,3.685,3.685,0,0,232,52,52,0.00019044,0.00014594,0.00028115,-0.00196776,-0.00163556,-9.817288,0
16563372,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00018955,0.00014075,0.00029297,-0.00198397,-0.00287801,-9.81838,0
16563372,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00027284,0.00018887,0.0002428,-0.00036551,-0.00108434,-9.817098,0
16613352,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00021091,0.00019565,0.00021704,-0.00088273,-0.00084416,-9.817721,0
16663332,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00017653,0.00027011,0.00018978,-0.00097127,-0.00196943,-9.816832,0
16663332,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00020084,0.0001427,0.00025834,0.00006316,-0.00116116,-9.81757,0
16713312,0,0.02,0,0.01,3.695,3.695,0,0,232,52,52,0.00016976,0.00021712,0.00028091,-0.00194673,-0.00074627,-9.817307,0
16763292,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.00017816,0.00021796,0.00023681,-0.00107274,-0.00090336,-9.817468,0
16763292,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.0002051,0.00019509,0.00027407,-0.00030444,-0.0006866,-9.816691,0
16813688.5,0,0.02,0,0.01,3.705,3.705,0,0,232,52,52,0.00028189,0.00026334,0.00025562,-0.00246776,-0.00089964,-9.817623,0
16864085,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00020634,0.00024585,0.00024053,-0.0012365,-0.00260661,-9.817698,0
16864085,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00019253,0.00018049,0.00028128,-0.00151405,-0.00047551,-9.81735,0
16914065,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00025253,0.0002014,0.00023491,-0.00109573,-0.00058385,-9.816985,0
16964045,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.0002198,0.0001766,0.00032464,-0.00041585,-0.00098597,-9.818119,0
16964045,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00019492,0.00022474,0.00020838,-0.00121851,-0.00034258,-9.817597,0
17014025,0,0.02,0,0.01,3.715,3.715,0,0,232,52,52,0.00022628,0.00019103,0.000233,-0.00165084,-0.00094842,-9.818033,0
17064005,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00027579,0.00013433,0.00023761,-0.0009018,-0.00156247,-9.817067,0
17064005,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00022635,0.0002179,0.00022435,-0.00137777,-0.00210865,-9.81637,0
17113985,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00019957,0.00018837,0.00024024,-0.0012373,-0.00123364,-9.817915,0
17163965,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.000188,0.00015203,0.00017454,-0.00088689,-0.00088974,-9.817675,0
17163965,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00020812,0.00026465,0.00025643,-0.00168064,-0.00147563,-9.818183,0
17213945,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00024534,0.00025973,0.00019751,-0.00057772,-0.00093806,-9.817782,0
17263925,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00015201,0.0002414,0.0002529,-0.0017966,-0.00188539,-9.817609,0
17263925,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00023053,0.00019643,0.00022513,-0.00042808,-0.00049449,-9.817251,0
17313905,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00025184,0.0002866,0.00023513,-0.00177148,-0.00152906,-9.81793,0
17363885,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.0001814,0.00024763,0.00027267,-0.001556,-0.00103442,-9.817953,0
17363885,0,0.02,0,0.01,3.72,3.72,0,0,232,52,52,0.00020684,0.00022456,0.00025729,-0.00044624,-0.001288,-9.816887,0
17413865,0,0.02,0,0.01,3.715,3.715,0,0,232,52,52,0.0002478,0.00021016,0.00020591,-0.00070264,-0.00168872,-9.816875,0
17463845,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00022513,0.00021861,0.00020536,-0.00242235,-0.00125065,-9.817476,0
17463845,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00027072,0.00029245,0.00027894,-0.00159821,-0.00198053,-9.81774,0
17513825,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.0002263,0.00019552,0.00024137,-0.00023947,-0.00115485,-9.817962,0
17563805,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00025369,0.00019917,0.00018843,-0.00214992,-0.00078288,-9.817819,0
17563805,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00028478,0.00015762,0.00014042,-0.00117764,-0.00146924,-9.817125,0
17613785,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00030276,0.00019695,0.000252,-0.00030803,-0.00042118,-9.818879,0
17663765,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00023636,0.00017043,0.00005324,-0.0017871,0.00004992,-9.817501,0
17663765,0,0.02,0,0.01,3.71,3.71,0,0,232,52,52,0.00025882,0.00026153,0.00028866,-0.00163672,-0.0009396,-9.818338,0
17713745,0,0.02,0,0.01,3.705,3.705,0,0,232,52,52,0.0001766,0.00024882,0.00025183,-0.00196261,-0.00061214,-9.817578,0
17763725,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.00026158,0.00020921,0.00026539,-0.00140716,-0.00053483,-9.817175,0
17763725,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.0002533,0.00015363,0.00018664,-0.00059367,-0.00148741,-9.817453,0
17813705,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.00023783,0.00031464,0.00026297,-0.00044705,-0.00086087,-9.817781,0
17863685,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.00026437,0.00023191,0.00033724,0.00033856,-0.00096238,-9.817656,0
17863685,0,0.02,0,0.01,3.7,3.7,0,0,232,52,52,0.00031673,0.00020009,0.00021964,-0.00044299,-0.00087225,-9.818621,0
17913665,0,0.02,0,0.01,3.695,3.695,0,0,232,52,52,0.00028502,0.00022445,0.0002411,-0.00110567,-0.00174917,-9.817256,0
17963645,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00028761,0.00028137,0.00025365,-0.00139948,-0.00063198,-9.818172,0
17963645,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00023021,0.00025107,0.00023851,-0.0012206,-0.00056032,-9.818099,0
18013625,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00021152,0.00017964,0.00023611,-0.00189336,-0.00117541,-9.817019,0
18063605,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.00029723,0.00019794,0.00013972,-0.00148707,-0.0006408,-9.817009,0
18063605,0,0.02,0,0.01,3.69,3.69,0,0,232,52,52,0.000262,0.00028854,0.00029996,-0.00197787,-0.00122415,-9.819036,0
18113585,0,0.02,0,0.01,3.685,3.685,0,0,232,52,52,0.00026047,0.0003124,0.00026275,-0.00011534,-0.00236781,-9.817297,0
18163565,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00023631,0.00028067,0.00027672,-0.00040062,-0.0004031,-9.817719,0
18163565,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00029886,0.00030366,0.00021283,-0.00034385,-0.00126354,-9.817064,0
18213545,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.0001984,0.00019775,0.00025887,-0.00118949,-0.00016287,-9.816547,0
18263525,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00024121,0.00020422,0.0003149,-0.00116038,-0.00131062,-9.817455,0
18263525,0,0.02,0,0.01,3.68,3.68,0,0,232,52,52,0.00022619,0.00020409,0.00026382,-0.00021759,-0.0009175,-9.817652,0
18313505,0,0.02,0,0.01,3.675,3.675,0,0,232,52,52,0.00032131,0.0002582,0.00029969,-0.00034771,-0.00063361,-9.817186,0
18363485,0,0.02,0,0.01,3.67,3.67,0,0,232,52,52,0.00028049,0.00018376,0.00021976,-0.00113383,-0.00077726,-9.816128,0
18363485,0,0.02,0,0.01,3.67,3.67,0,0,232,52,52,0.00024044,0.00020066,0.00020275,-0.00139031,-0.00109546,-9.817412,0
18413465,0,0.02,0,0.01,3.665,3.665,0,0,232,52,52,0.00024045,0.00018723,0.00024494,-0.00121189,-0.00171986,-9.817736,0
18463445,0,0.02,0,0.01,3.66,3.66,0,0,232,52,52,0.00019721,0.0002376,0.00032814,-0.00100766,-0.00162792,-9.817418,0
18463445,0,0.02,0,0.01,3.66,3.66,0,0,232,52,52,0.00022556,0.0002213,0.00030635,-0.0013636,-0.00058196,-9.817567,0
18513425,0,0.02,0,0.01,3.655,3.655,0,0,232,52,52,0.0002201,0.0002045,0.00026841,-0.00067284,-0.00051388,-9.817444,0
18563405,0,0.02,0,0.01,3.65,3.65,0,0,232,52,52,0.00023851,0.00025092,0.00023956,-0.00118641,-0.00103628,-9.818089,0
18563405,0,0.02,0,0.01,3.65,3.65,0,0,232,52,52,0.00029618,0.0002059,0.00022917,-0.00139868,-0.00124737,-9.818377,0
18613385,0,0.02,0,0.01,3.65,3.65,0,0,232,52,52,0.00030347,0.00023816,0.00032364,-0.00070929,-0.00078761,-9.816311,0
18663365,0,0.02,0,0.01,3.65,3.65,0,0,232,52,52,0.00025637,0.00018429,0.00019793,0.00011815,-0.00166192,-9.818711,0
18663365,0,0.02,0,0.01,3.65,3.65,0,0,232,52,52,0.0001618,0.00029225,0.00026671,-0.00093558,0.00001971,-9.816946,0
18713345,0,0.02,0,0.01,3.645,3.645,0,0,232,52,52,0.00028104,0.00014473,0.00030022,-0.00045152,-0.00032607,-9.817787,0
18763325,0,0.02,0,0.01,3.64,3.64,0,0,232,52,52,0.00031542,0.00019539,0.00020381,-0.00025319,-0.00153506,-9.816398,0
18763325,0,0.02,0,0.01,3.64,3.64,0,0,232,52,52,0.00028348,0.00021386,0.00025204,-0.00146659,-0.00110059,-9.817077,0
18813305,0,0.02,0,0.01,3.635,3.635,0,0,232,52,52,0.00019139,0.00024764,0.00030707,-0.00117429,-0.00186881,-9.817354,0
18863285,0,0.02,0,0.01,3.63,3.63,0,0,232,52,52,0.00020802,0.00028219,0.00023071,0.00011537,-0.00131298,-9.817488,0
18863285,0,0.02,0,0.01,3.63,3.63,0,0,232,52,52,0.00017634,0.00018468,0.00031926,-0.00064613,-0.00096142,-9.816422,0
18913681.5,0,0.02,0,0.01,3.625,3.625,0,0,232,52,52,0.00027764,0.00025413,0.00027369,0.00031486,-0.00115588,-9.818199,0
18964078,0,0.02,0,0.01,3.62,3.62,0,0,232,52,52,0.00032454,0.0002229,0.00032778,-0.00114354,-0.00056526,-9.817784,0
18964078,0,0.02,0,0.01,3.62,3.62,0,0,232,52,52,0.00023221,0.00014397,0.00017694,-0.00077686,-0.00045054,-9.817525,0
19014058,0,0.025,0,0.01,3.615,3.615,0,0,232,52,52,0.00026581,0.00024312,0.00028492,-0.00149921,-0.00193461,-9.818232,0
19064038,0,0.03,0,0.01,3.61,3.61,0,0,232,52,52,0.00023555,0.00033962,0.00028804,-0.00170043,-0.00142475,-9.818058,0
19064038,0,0.03,0,0.01,3.61,3.61,0,0,232,52,52,0.00027879,0.0002898,0.00029131,-0.00166732,-0.00148445,-9.817717,0
19114018,0,0.03,0,0.01,3.605,3.605,0,0,232,52,52,0.00026641,0.0002389,0.00020739,-0.00150315,-0.00165842,-9.817682,0
19163998,0,0.03,0,0.01,3.6,3.6,0,0,232,52,52,0.00023118,0.00025055,0.00027357,-0.00013173,-0.00095521,-9.816848,0
19163998,0,0.03,0,0.01,3.6,3.6,0,0,232,52,52,0.00036069,0.00014376,0.00030013,-0.00106316,0.00009544,-9.81827,0
19213978,0,0.03,0,0.01,3.6,3.6,0,0,232,52,52,0.00020973,0.00021571,0.00030028,-0.00162087,-0.00089633,-9.817003,0
19263958,0,0.03,0,0.01,3.6,3.6,0,0,232,52,52,0.00028261,0.00028889,0.00023014,-0.00002799,-0.00007085,-9.817308,0
19263958,0,0.03,0,0.01,3.6,3.6,0,0,232,52,52,0.00026477,0.00025222,0.00026709,-0.00113693,0.00014962,-9.817138,0
19313938,0,0.03,0,0.01,3.59,3.59,0,0,232,52,52,0.00020478,0.00024286,0.00026962,-0.00163956,-0.00035879,-9.816425,0
19363918,0,0.03,0,0.01,3.58,3.58,0,0,232,52,52,0.00027817,0.00030185,0.00030076,0.0004009,-0.00044124,-9.816967,0
19363918,0,0.03,0,0.01,3.58,3.58,0,0,232,52,52,0.0002142,0.00016723,0.00031646,-0.00153693,-0.00154869,-9.81669,0
19413898,0,0.03,0,0.01,3.575,3.575,0,0,232,52,52,0.00035336,0.00027825,0.00026476,-0.00068428,-0.00058971,-9.816932,0
19463878,0,0.03,0,0.01,3.57,3.57,0,0,232,52,52,0.000197,0.00025499,0.00025894,-0.00099499,-0.00044624,-9.817995,0
19463878,0,0.03,0,0.01,3.57,3.57,0,0,232,52,52,0.00023252,0.00024412,0.00026683,-0.00069826,-0.00124185,-9.81793,0
19513858,0,0.03,0,0.01,3.565,3.565,0,0,232,52,52,0.00026945,0.00030407,0.00035147,-0.00038098,-0.0018369,-9.816908,0
19563838,0,0.03,0,0.01,3.56,3.56,0,0,232,52,52,0.00026612,0.00023576,0.0002743,-0.00124762,-0.00167572,-9.81627,0
19563838,0,0.03,0,0.01,3.56,3.56,0,0,232,52,52,0.00024933,0.00022282,0.00025293,-0.00016128,-0.00115171,-9.818373,0
19613818,0,0.03,0,0.01,3.555,3.555,0,0,232,52,52,0.00020433,0.00026542,0.00020555,-0.000898,-0.00145651,-9.817577,0
19663798,0,0.03,0,0.01,3.55,3.55,0,0,232,52,52,0.00020035,0.00022424,0.00027099,-0.00064092,-0.0008178,-9.817444,0
19663798,0,0.03,0,0.01,3.55,3.55,0,0,232,52,52,0.00023841,0.00023818,0.0003242,-0.00123771,-0.0013473,-9.817448,0
19713778,0,0.03,0,0.01,3.545,3.545,0,0,232,52,52,0.00022991,0.00030285,0.0002671,-0.00094764,-0.000982,-9.818002,0
19763758,0,0.03,0,0.01,3.54,3.54,0,0,232,52,52,0.00029172,0.00024021,0.00029682,-0.00121971,-0.00082048,-9.817892,0
19763758,0,0.03,0,0.01,3.54,3.54,0,0,232,52,52,0.00029345,0.00025718,0.00031378,-0.00119491,-0.00220503,-9.817058,0
19813738,0,0.03,0,0.01,3.535,3.535,0,0,232,52,52,0.00019436,0.00026971,0.00026459,-0.00024891,-0.00086539,-9.817043,0
19863718,0,0.03,0,0.01,3.53,3.53,0,0,232,52,52,0.00023481,0.00024609,0.00035774,-0.00130479,-0.00087375,-9.81723,0
19863718,0,0.03,0,0.01,3.53,3.53,0,0,232,52,52,0.00024892,0.00031424,0.00024107,-0.00075692,-0.00051468,-9.81636,0
19913698,0,0.03,0,0.01,3.525,3.525,0,0,232,52,52,0.00026625,0.00026685,0.00034366,-0.00134734,-0.00009492,-9.817812,0
19963678,0,0.03,0,0.01,3.52,3.52,0,0,232,52,52,0.00024849,0.00031314,0.00024952,-0.00136014,-0.00016305,-9.817183,0
19963678,0,0.03,0,0.01,3.52,3.52,0,0,232,52,52,0.00033696,0.00025104,0.00026503,-0.00108139,-0.00018488,-9.818514,0
20013658,0,0.03,0,0.01,3.515,3.515,0,0,232,52,52,0.00019466,0.0002974,0.00029112,-0.00031659,-0.00066767,-9.817097,0
20063638,0,0.03,0,0.01,3.51,3.51,0,0,232,52,52,0.00031503,0.0002495,0.0002839,-0.00036465,0.00053834,-9.817447,0
20063638,0,0.03,0,0.01,3.51,3.51,0,0,232,52,52,0.0003227,0.00021858,0.00027302,-0.00128433,-0.00046918,-9.816705,0
20113618,0,0.03,0,0.01,3.505,3.505,0,0,232,52,52,0.00036915,0.00028448,0.00029005,-0.00017044,-0.00147659,-9.817778,0
20163598,0,0.03,0,0.01,3.5,3.5,0,0,232,52,52,0.0002023,0.0002552,0.00021264,-0.00035941,-0.00129672,-9.818266,0
20163598,0,0.03,0,0.01,3.5,3.5,0,0,232,52,52,0.00032232,0.00025523,0.0003707,-0.00166758,-0.00127738,-9.816831,0
20213578,0,0.03,0,0.01,3.495,3.495,0,0,232,52,52,0.00021778,0.00024111,0.00033899,-0.0013945,0.0002078,-9.817575,0
20263558,0,0.03,0,0.01,3.49,3.49,0,0,232,52,52,0.00025147,0.00023597,0.00033418,0.0004196,-0.00155735,-9.818403,0
20263558,0,0.03,0,0.01,3.49,3.49,0,0,232,52,52,0.00019647,0.00022351,0.00030892,-0.00056113,-0.00106873,-9.816606,0
20313538,0,0.03,0,0.01,3.485,3.485,0,0,232,52,52,0.00036453,0.00023652,0.00026646,-0.0020091,-0.00015076,-9.81708,0
20363518,0,0.03,0,0.01,3.48,3.48,0,0,232,52,52,0.00037063,0.00030288,0.00030704,-0.00130391,-0.0012776,-9.815634,0
20363518,0,0.03,0,0.01,3.48,3.48,0,0,232,52,52,0.00028583,0.00017814,0.00039333,-0.00089519,-0.00018529,-9.818188,0
20413498,0,0.03,0,0.01,3.475,3.475,0,0,232,52,52,0.00024624,0.00031645,0.00028058,-0.00081273,-0.00145251,-9.817245,0
20463478,0,0.03,0,0.01,3.47,3.47,0,0,232,52,52,0.00031722,0.00031875,0.00032396,-0.00088471,-0.00099114,-9.817692,0
20463478,0,0.03,0,0.01,3.47,3.47,0,0,232,52,52,0.00028038,0.00025549,0.00028278,-0.00135814,-0.00053668,-9.817061,0
20513458,0,0.03,0,0.01,3.46,3.46,0,0,232,52,52,0.00026781,0.00024579,0.00037661,-0.00157943,-0.00147748,-9.817735,0
20563438,0,0.03,0,0.01,3.45,3.45,0,0,232,52,52,0.00021924,0.00025176,0.00026255,-0.00077034,-0.00045963,-9.816778,0
20563438,0,0.03,0,0.01,3.45,3.45,0,0,232,52,52,0.00031734,0.0003212,0.00028074,-0.00210353,-0.00089631,-9.817531,0
20613418,0,0.03,0,0.01,3.445,3.445,0,0,232,52,52,0.00024024,0.00028485,0.00029939,-0.0007862,-0.0006046,-9.816759,0
20663398,0,0.03,0,0.01,3.44,3.44,0,0,232,52,52,0.0003234,0.00026285,0.00033599,-0.0017665,-0.00116676,-9.818499,0
20663398,0,0.03,0,0.01,3.44,3.44,0,0,232,52,52,0.00019636,0.00022924,0.0003052,-0.00186577,-0.00088554,-9.817913,0
20713378,0,0.03,0,0.015,3.435,3.435,0,0,232,52,52,0.00034965,0.00030511,0.00022825,-0.00073072,-0.0010668,-9.81722,0
20763358,0,0.03,0,0.02,3.43,3.43,0,0,232,52,52,0.00026076,0.00030043,0.00025767,-0.00108373,-0.00019523,-9.817473,0
20763358,0,0.03,0,0.02,3.43,3.43,0,0,232,52,52,0.00029606,0.00026642,0.00035838,-0.00171417,-0.00201649,-9.818113,0
20813338,0,0.03,0,0.02,3.425,3.425,0,0,232,52,52,0.00032196,0.00026932,0.00038723,0.00005734,-0.00044806,-9.816965,0
20863318,0,0.03,0,0.02,3.42,3.42,0,0,232,52,52,0.00031889,0.00030726,0.00028721,-0.00062959,-0.00125614,-9.817449,0
20863318,0,0.03,0,0.02,3.42,3.42,0,0,232,52,52,0.0002632,0.00023754,0.00029114,-0.00163558,-0.00042189,-9.817432,0
20913298,0,0.03,0,0.02,3.415,3.415,0,0,232,52,52,0.00037129,0.00026978,0.00029361,-0.00111679,-0.00069385,-9.817387,0
20963278,0,0.03,0,0.02,3.41,3.41,0,0,232,52,52,0.0003344,0.00029244,0.00028913,-0.00048234,-0.00156962,-9.818561,0
20963278,0,0.03,0,0.02,3.41,3.41,0,0,232,52,52,0.00028039,0.00027886,0.00026813,-0.00168947,-0.00086194,-9.817359,0
21013674.5,0,0.03,0,0.02,3.405,3.405,0,0,232,52,52,0.00025431,0.00032091,0.0003277,-0.00006151,-0.00067364,-9.81746,0
21064071,0,0.03,0,0.02,3.4,3.4,0,0,232,52,52,0.00029409,0.00030396,0.00029786,-0.00113614,-0.00077169,-9.816863,0
21064071,0,0.03,0,0.02,3.4,3.4,0,0,232,52,52,0.00027688,0.00033188,0.00029846,-0.00168066,-0.00125866,-9.817688,0
21114051,0,0.03,0,0.02,3.39,3.39,0,0,232,52,52,0.00025913,0.0002832,0.00030957,-0.00169451,-0.0011007,-9.818062,0
21164031,0,0.03,0,0.02,3.38,3.38,0,0,232,52,52,0.00023716,0.00021047,0.00032597,-0.00133815,-0.00007817,-9.81714,0
21164031,0,0.03,0,0.02,3.38,3.38,0,0,232,52,52,0.00033033,0.00023632,0.00029529,-0.00110151,-0.00064587,-9.816723,0
21214011,0,0.03,0,0.02,3.375,3.375,0,0,232,52,52,0.00025758,0.00029794,0.0002512,0.00055049,-0.00055095,-9.81883,0
21263991,0,0.03,0,0.02,3.37,3.37,0,0,232,52,52,0.00024001,0.00026294,0.00031276,-0.00206459,-0.00023522,-9.816768,0
21263991,0,0.03,0,0.02,3.37,3.37,0,0,232,52,52,0.00033596,0.00027897,0.00028468,-0.00019108,-0.00238927,-9.818099,0
21313971,0,0.03,0,0.02,3.365,3.365,0,0,232,52,52,0.00028896,0.00023093,0.00025935,-0.00069135,-0.00134504,-9.817395,0
21363951,0,0.03,0,0.02,3.36,3.36,0,0,232,52,52,0.00020172,0.00028496,0.00035094,-0.00047162,-0.00041856,-9.816694,0
21363951,0,0.03,0,0.02,3.36,3.36,0,0,232,52,52,0.00034779,0.00035816,0.00032313,-0.00207676,-0.00093651,-9.816827,0
21413931,0,0.03,0,0.02,3.355,3.355,0,0,232,52,52,0.00028368,0.00029146,0.00031473,-0.00115966,-0.00064047,-9.817742,0
21463911,0,0.03,0,0.02,3.35,3.35,0,0,232,52,52,0.00028955,0.00027588,0.00032634,-0.00088358,-0.00112582,-9.818466,0
21463911,0,0.03,0,0.02,3.35,3.35,0,0,232,52,52,0.00027357,0.00027355,0.0002921,-0.00082224,-0.00087735,-9.817013,0
21513891,0,0.03,0,0.02,3.345,3.345,0,0,232,52,52,0.00031595,0.00031531,0.00025962,-0.00259401,-0.00097619,-9.816522,0
21563871,0,0.03,0,0.02,3.34,3.34,0,0,232,52,52,0.00023889,0.00030893,0.00023015,-0.00082306,-0.00085168,-9.817091,0
21563871,0,0.03,0,0.02,3.34,3.34,0,0,232,52,52,0.00032049,0.00029987,0.00033136,-0.00143939,-0.00076357,-9.817061,0
