LineNo,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U,labels
147414,195603394,0,6,547845600,2232,10,1.21,-35.360343,149.1616618,41.35,9.995001,138.4059,0.007,0,1,0
249061,308604009,0,6,547958600,2232,10,1.21,-35.3612259,149.1651824,39.2,3.148,142.1718,0.304,0,1,0
424374,503403558,0,6,548153400,2232,10,1.21,-35.3632836,149.1630609,20.98,0.015,67.76904,0.484,0,1,4
107617,151203661,0,1,547801200,2232,3,1.21,-35.360033,149.1607752,40.9,9.912001,335.7519,-0.036,0,1,1
67317,106003415,0,6,547756000,2232,10,1.21,-35.362704,149.1626245,40.04,2.169,329.4851,-0.005,0,1,0
335069,404204087,0,6,548054200,2232,10,1.21,-35.3620903,149.1656708,28.64,9.053,187.887,-1.377,0,1,0
52711,89804064,0,6,547739800,2232,10,1.21,-35.3629903,149.1628438,39.94,3.821,334.4962,0.013,0,1,0
362440,434603589,0,6,548084600,2232,10,1.21,-35.3631737,149.165288,39.48,0.538,202.1493,0.007,0,1,0
318138,385403277,0,6,548035400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,306.8647,0,0,1,3
405648,482603548,0,6,548132600,2232,10,1.21,-35.3632834,149.1630614,31.76,0.013,100.1228,1.44,0,1,4
152095,200803813,0,6,547850800,2232,10,1.21,-35.3606774,149.1620582,41.37,9.988001,134.4573,-0.014,0,1,0
44958,81203339,0,6,547731200,2232,10,1.21,-35.3631306,149.1629437,39.78,1.969,327.0096,-0.008,0,1,0
23336,57203776,0,6,547707200,2232,10,1.21,-35.3632836,149.1630609,33.05,0.015,45.54475,-2.277,0,1,0
280934,344004010,0,6,547994000,2232,10,1.21,-35.361765,149.1656017,38.35,2.296,144.6632,-0.007,0,1,0
271567,333604005,0,6,547983600,2232,10,1.21,-35.3616099,149.1654718,38.57,2.713,150.8492,0,0,1,0
74880,114403387,0,1,547764400,2232,3,1.21,-35.362574,149.1625176,39.92,3.999,321.2917,0,0,1,1
42076,78003786,0,6,547728000,2232,10,1.21,-35.3631995,149.162997,39.78,0.7460001,330.8498,-0.014,0,1,0
379373,453403566,0,6,548103400,2232,10,1.21,-35.3632671,149.1646697,39.46,9.787001,269.4057,0.023,0,1,4
434892,516203436,0,6,548166200,2232,10,1.21,-35.3632836,149.1630611,20.39,0,338.8143,0,0,1,4
47303,83803965,0,6,547733800,2232,10,1.21,-35.3631047,149.1629246,39.85,2.749,328.4713,-0.049,0,1,0
331827,400603861,0,6,548050600,2232,10,1.21,-35.3619221,149.1657535,23.68,1.622,221.6545,-1.326,0,1,0
242401,301203637,0,6,547951200,2232,10,1.21,-35.3610764,149.1651068,39.08,1.171,177.9652,1.875,0,1,0
199424,253403598,0,6,547903400,2232,10,1.21,-35.3610554,149.1638173,41.43,4.433,108.1931,-0.475,0,1,2
94453,136403750,0,1,547786400,2232,3,1.21,-35.36135,149.1616213,40.91,12.6,327.7672,-0.199,0,1,1
298341,363403747,0,6,548013400,2232,10,1.21,-35.3618904,149.165704,18.51,0,197.4199,0,0,1,3
149574,198003267,0,6,547848000,2232,10,1.21,-35.3605017,149.1618395,41.35,9.927,135.2825,-0.005,0,1,0
124367,170003638,0,6,547820000,2232,10,1.21,-35.3586194,149.1601045,41.14,1.899,147.9466,0.048,0,1,0
162710,212604091,0,6,547862600,2232,10,1.21,-35.3611114,149.1629074,41.44,2.086,51.93878,0.055,0,1,0
100503,143203529,0,1,547793200,2232,3,1.21,-35.3607125,149.1611807,40.96,11.274,332.5108,0.074,0,1,1
305170,371004039,0,6,548021000,2232,10,1.21,-35.3618904,149.165704,18.51,0,251.8939,0,0,1,3
234480,292403825,0,6,547942400,2232,10,1.21,-35.3610344,149.1651191,36.14,4.156,155.7544,0.443,0,1,2
111712,155803487,0,1,547805800,2232,3,1.21,-35.3596642,149.1605799,41.12,9.561001,337.6015,-0.032,0,1,1
294235,358803921,0,6,548008800,2232,10,1.21,-35.3618898,149.1657088,18.53,1.439,44.6623,1.393,0,1,3
435058,516403356,0,6,548166400,2232,10,1.21,-35.3632836,149.1630611,20.39,0,179.6614,0,0,1,4
247078,306404056,0,6,547956400,2232,10,1.21,-35.361179,149.1651417,40.48,0.9020001,145.8608,0.144,0,1,0
293879,358404081,0,6,548008400,2232,10,1.21,-35.3618908,149.1657066,18.63,0.007,120.6382,-0.12,0,1,3
83958,124603472,0,1,547774600,2232,3,1.21,-35.3623562,149.162355,40.26,7.845,331.6668,-0.033,0,1,1
76837,116603340,0,1,547766600,2232,3,1.21,-35.3625338,149.1624769,39.92,1.447,319.4697,-0.011,0,1,1
10569,26403601,0,6,547676400,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
326601,394803682,0,6,548044800,2232,10,1.21,-35.3618904,149.165704,18.51,0,352.5516,0,0,1,3
306612,372603399,0,6,548022600,2232,10,1.21,-35.3618904,149.165704,18.51,0,61.40933,0,0,1,3
27125,61403762,0,6,547711400,2232,10,1.21,-35.3632838,149.1630604,39.75,0.127,185.3757,-0.182,0,1,0
269044,330803459,0,6,547980800,2232,10,1.21,-35.3615584,149.1654371,38.67,0.6160001,148.1771,0.008,0,1,0
393589,469203910,0,6,548119200,2232,10,1.21,-35.3632842,149.1630663,39.39,2.323,270.3126,-0.015,0,1,4
391250,466603284,0,6,548116600,2232,10,1.21,-35.3632826,149.1632296,39.4,8.690001,268.9228,-0.003,0,1,4
296553,361403714,0,6,548011400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,177.8507,0,0,1,3
19913,53403630,0,6,547703400,2232,10,1.21,-35.3632835,149.1630605,24.89,0.015,255.9636,-2.027,0,1,0
344975,415203852,0,6,548065200,2232,10,1.21,-35.3628363,149.1654549,39.21,0.9680001,198.5896,0.011,0,1,0
119540,164603299,0,1,547814600,2232,3,1.21,-35.3589551,149.160255,41.15,9.739,340.7061,-0.014,0,1,1
304086,369803686,0,6,548019800,2232,10,1.21,-35.3618904,149.165704,18.51,0,84.75421,0,0,1,3
28566,63003955,0,6,547713000,2232,10,1.21,-35.3632856,149.1630598,39.81,0.089,210.9913,0.003,0,1,0
91077,132603604,0,1,547782600,2232,3,1.21,-35.3617106,149.1619005,39.75,12.19,329.0345,-0.301,0,1,1
420413,499003652,0,6,548149000,2232,10,1.21,-35.3632836,149.163061,23.12,0.016,289.5317,0.485,0,1,4
265088,326403553,0,6,547976400,2232,10,1.21,-35.361484,149.1653753,38.88,0.7780001,150.7124,0.188,0,1,0
232144,289804032,0,6,547939800,2232,10,1.21,-35.3610146,149.1650048,41.32,2.649,35.89162,0.6720001,0,1,2
410687,488203807,0,6,548138200,2232,10,1.21,-35.3632834,149.1630611,28.35,0.014,269.1364,0.492,0,1,4
33246,68203541,0,6,547718200,2232,10,1.21,-35.363286,149.1630588,39.88,0.014,134.2945,-0.014,0,1,0
206250,261003890,0,6,547911000,2232,10,1.21,-35.3610755,149.1641262,42.93,5.993001,151.7859,-1.586,0,1,2
383512,458003392,0,6,548108000,2232,10,1.21,-35.363272,149.1641685,39.4,9.972,269.2205,0,0,1,4
89651,131003411,0,1,547781000,2232,3,1.21,-35.3618576,149.1620068,39.45,11.502,329.4637,-0.07700001,0,1,1
154248,203203686,0,6,547853200,2232,10,1.21,-35.3608211,149.1622523,41.37,9.847,127.9044,0.017,0,1,0
214704,270403462,0,6,547920400,2232,10,1.21,-35.3610519,149.1643823,38.32,1.508,352.1716,-1.417,0,1,2
344255,414403339,0,6,548064400,2232,10,1.21,-35.3628261,149.1654591,39.23,2.11,198.3468,0.024,0,1,0
138777,186003902,0,6,547836000,2232,10,1.21,-35.3596746,149.1609969,41.34,9.989,143.7564,-0.005,0,1,0
325882,394004002,0,6,548044000,2232,10,1.21,-35.3618904,149.165704,18.51,0,55.16932,0,0,1,3
76124,115803660,0,1,547765800,2232,3,1.21,-35.3625436,149.1624871,39.91,2.199,319.8008,-0.008,0,1,1
113491,157803520,0,1,547807800,2232,3,1.21,-35.3595056,149.1605018,41.15,9.502001,338.6348,0.018,0,1,1
427259,506603944,0,6,548156600,2232,10,1.21,-35.3632836,149.1630611,20.39,0,88.40332,0,0,1,4
306791,372803319,0,6,548022800,2232,10,1.21,-35.3618904,149.165704,18.51,0,231.9323,0,0,1,3
324442,392403809,0,6,548042400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,235.5001,0,0,1,3
342814,412803979,0,6,548062800,2232,10,1.21,-35.3627745,149.1654792,38.78,5.53,197.156,-0.661,0,1,0
69300,108203368,0,1,547758200,2232,3,1.21,-35.3626833,149.1626099,40,1.674,328.6852,0.09,0,1,1
94098,136003910,0,1,547786000,2232,3,1.21,-35.3613883,149.161651,40.82,12.597,327.502,-0.235,0,1,1
166490,216804077,0,6,547866800,2232,10,1.21,-35.3610399,149.1629687,41.4,0.472,37.7699,0.058,0,1,0
336870,406203287,0,6,548056200,2232,10,1.21,-35.362262,149.1656367,31.32,10.077,192.2514,-1.21,0,1,0
425275,504403991,0,6,548154400,2232,10,1.21,-35.3632836,149.163061,20.5,0.009,82.80448,0.476,0,1,4
405285,482203708,0,6,548132200,2232,10,1.21,-35.3632834,149.1630614,32.34,0.014,108.9356,1.446,0,1,4
4966,19403902,0,6,547669400,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
316517,383603997,0,6,548033600,2232,10,1.21,-35.3618904,149.165704,18.51,0,320.0186,0,0,1,3
216858,272803335,0,6,547922800,2232,10,1.21,-35.3610173,149.1644542,40.48,5.085,130.708,0.032,0,1,2
15225,48204044,0,6,547698200,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
207330,262203410,0,6,547912200,2232,10,1.21,-35.3611012,149.1641507,43.35,1.389,80.67686,0.7830001,0,1,2
417891,496203939,0,6,548146200,2232,10,1.21,-35.3632836,149.1630611,24.47,0.007,285.8509,0.477,0,1,4
115270,159803553,0,1,547809800,2232,3,1.21,-35.359346,149.1604272,41.12,9.514001,339.546,0.011,0,1,1
266344,327803826,0,6,547977800,2232,10,1.21,-35.3615104,149.1653968,38.68,3.851,145.6774,0.05,0,1,0
75948,115603740,0,1,547765600,2232,3,1.21,-35.3625469,149.1624904,39.91,2.437,320.0708,-0.003,0,1,1
301927,367403813,0,6,548017400,2232,10,1.21,-35.3618904,149.165704,18.51,0,307.242,0,0,1,3
167029,217403837,0,6,547867400,2232,10,1.21,-35.3610384,149.1629702,41.27,0.212,36.16763,0.284,0,1,0
315796,382803484,0,6,548032800,2232,10,1.21,-35.3618904,149.165704,18.51,0,257.5319,0,0,1,3
126888,172803351,0,6,547822800,2232,10,1.21,-35.3587242,149.1601977,41.27,7.79,145.4613,-0.068,0,1,0
126709,172603431,0,6,547822600,2232,10,1.21,-35.3587129,149.1601881,41.25,7.444,144.8361,-0.07700001,0,1,0
156410,205603559,0,6,547855600,2232,10,1.21,-35.3609499,149.1624622,41.33,9.957001,126.6192,0.009,0,1,0
275889,338403751,0,6,547988400,2232,10,1.21,-35.361679,149.1655278,38.4,2.957,142.6393,0.004,0,1,0
281113,344203930,0,6,547994200,2232,10,1.21,-35.3617682,149.1656045,38.35,2.039,144.9883,-0.009,0,1,0
171892,222803343,0,6,547872800,2232,10,1.21,-35.3610367,149.1629812,40.87,2.341,89.55432,0.203,0,1,0
349839,420603358,0,6,548070600,2232,10,1.21,-35.3629303,149.1654015,39.24,2.006,198.0562,0.057,0,1,0
110287,154203294,0,1,547804200,2232,3,1.21,-35.3597916,149.1606454,41.05,9.663,336.9619,-0.047,0,1,1
372350,445603354,0,6,548095600,2232,10,1.21,-35.3632605,149.1652327,39.59,0.478,267.9903,-0.01,0,1,0
275529,338003911,0,6,547988000,2232,10,1.21,-35.3616698,149.1655193,38.41,3.45,142.8961,0.014,0,1,0
349117,419803678,0,6,548069800,2232,10,1.21,-35.3629223,149.1654055,39.29,0.914,207.0699,0.023,0,1,0
278412,341203464,0,6,547991200,2232,10,1.21,-35.3617075,149.1655539,38.4,0.626,149.5676,0.055,0,1,0
314715,381603964,0,6,548031600,2232,10,1.21,-35.3618904,149.165704,18.51,0,296.5637,0,0,1,3
66777,105403655,0,6,547755400,2232,10,1.21,-35.3627161,149.1626331,40.04,3.018,329.3273,0.005,0,1,0
114203,158604033,0,1,547808600,2232,3,1.21,-35.3594419,149.1604716,41.13,9.492001,339.0268,0.015,0,1,1
271746,333803925,0,6,547983800,2232,10,1.21,-35.3616139,149.1654745,38.57,2.452,150.7324,-0.003,0,1,0
371450,444603754,0,6,548094600,2232,10,1.21,-35.3632604,149.1652348,39.6,0.031,218.2163,0.01,0,1,0
183240,235403301,0,6,547885400,2232,10,1.21,-35.3610368,149.1633809,42.56,2.02,89.04053,0.013,0,1,0
85736,126603505,0,1,547776600,2232,3,1.21,-35.3622162,149.1622601,40.19,9.582001,330.5588,0.125,0,1,1
337410,406803880,0,6,548056800,2232,10,1.21,-35.3623155,149.1656218,32.05,10.203,193.3273,-1.213,0,1,0
324260,392203889,0,6,548042200,2232,10,1.21,-35.3618904,149.165704,18.51,0,16.6466,0,0,1,3
89827,131203331,0,1,547781200,2232,3,1.21,-35.3618397,149.1619939,39.47,11.602,329.483,-0.109,0,1,1
158030,207403672,0,6,547857400,2232,10,1.21,-35.3610448,149.1626217,41.35,9.786,121.3998,-0.071,0,1,0
295661,360403281,0,6,548010400,2232,10,1.21,-35.3618904,149.165704,18.52,0.085,233.1899,0.089,0,1,3
355234,426603457,0,6,548076600,2232,10,1.21,-35.3630389,149.165358,39.42,3.797,206.8401,-0.044,0,1,0
376489,450204013,0,6,548100200,2232,10,1.21,-35.3632632,149.1650066,39.53,8.791,269.1608,0.037,0,1,4
196363,250003292,0,6,547900000,2232,10,1.21,-35.3610582,149.163695,39.87,3.18,78.18371,-0.771,0,1,2
130129,176403577,0,6,547826400,2232,10,1.21,-35.3589733,149.1603951,41.33,9.791,147.1083,0.001,0,1,0
43336,79404059,0,6,547729400,2232,10,1.21,-35.3631737,149.1629776,39.79,3.965,327.729,-0.007,0,1,0
404025,480803435,0,6,548130800,2232,10,1.21,-35.3632834,149.1630611,34.36,0.026,70.91776,1.434,0,1,4
149033,197403507,0,6,547847400,2232,10,1.21,-35.3604634,149.1617938,41.35,9.928,136.3623,-0.016,0,1,0
26581,60804002,0,6,547710800,2232,10,1.21,-35.3632835,149.1630605,39.57,0.011,298.3301,-0.443,0,1,0
365140,437604055,0,6,548087600,2232,10,1.21,-35.3632336,149.1652513,39.44,2.587,205.7712,0,0,1,0
263646,324803360,0,6,547974800,2232,10,1.21,-35.361474,149.1653689,38.92,1.377,150.9448,-0.015,0,1,0
165767,216003564,0,6,547866000,2232,10,1.21,-35.3610441,149.1629649,41.41,1.063,35.89789,-0.005,0,1,0
118829,163803619,0,1,547813800,2232,3,1.21,-35.359021,149.1602833,41.14,9.702001,340.6458,-0.019,0,1,1
172432,223403936,0,6,547873400,2232,10,1.21,-35.3610366,149.1630018,40.78,3.899,89.75603,0.105,0,1,0
310934,377403978,0,6,548027400,2232,10,1.21,-35.3618904,149.165704,18.51,0,250.3598,0,0,1,3
62450,100603909,0,6,547750600,2232,10,1.21,-35.3627989,149.1626937,39.72,2.596,327.2821,0.001,0,1,0
425816,505003751,0,6,548155000,2232,10,1.21,-35.3632836,149.1630611,20.38,0.001,277.3185,-0.083,0,1,4
328043,396403875,0,6,548046400,2232,10,1.21,-35.3618904,149.165704,18.51,0,347.5677,0,0,1,3
206069,260803970,0,6,547910800,2232,10,1.21,-35.3610653,149.1641191,42.58,7.009,148.9342,-1.848,0,1,2
133372,180003803,0,6,547830000,2232,10,1.21,-35.3592381,149.1606148,41.32,9.942,145.3693,-0.01,0,1,0
108864,152603934,0,1,547802600,2232,3,1.21,-35.3599199,149.1607134,40.96,9.802,336.358,-0.062,0,1,1
24600,58604049,0,6,547708600,2232,10,1.21,-35.3632836,149.1630607,36.27,0.023,311.4456,-2.312,0,1,0
397723,473803736,0,6,548123800,2232,10,1.21,-35.3632828,149.1630597,39.55,0.022,70.51377,-0.038,0,1,4
231965,289603279,0,6,547939600,2232,10,1.21,-35.3610179,149.165002,41.39,1.798,32.80973,0.002,0,1,2
207515,262403330,0,6,547912400,2232,10,1.21,-35.3611001,149.1641536,43.16,1.633,53.01002,1.098,0,1,2
10888,26803441,0,6,547676800,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
101926,144803722,0,1,547794800,2232,3,1.21,-35.3605704,149.1610914,40.84,10.958,333.1545,0.068,0,1,1
149215,197603427,0,6,547847600,2232,10,1.21,-35.3604762,149.161809,41.35,9.919001,135.8557,-0.013,0,1,0
189715,242603753,0,6,547892600,2232,10,1.21,-35.3610071,149.1634164,47.65,5.048,356.2776,-1.142,0,1,2
355053,426403537,0,6,548076400,2232,10,1.21,-35.3630329,149.1653618,39.41,3.689,206.945,-0.067,0,1,0
333268,402204054,0,6,548052200,2232,10,1.21,-35.3619629,149.1657083,25.86,5.351,208.4814,-1.408,0,1,0
126528,172403511,0,6,547822400,2232,10,1.21,-35.3587023,149.1601787,41.24,7.067,144.2867,-0.085,0,1,0
9606,25204081,0,6,547675200,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
73271,112603274,0,1,547762600,2232,3,1.21,-35.3626064,149.1625478,39.91,0.762,325.8902,-0.004,0,1,1
25501,59603649,0,6,547709600,2232,10,1.21,-35.3632835,149.1630606,38.34,0.012,313.0836,-1.652,0,1,0
234839,292803665,0,6,547942800,2232,10,1.21,-35.361047,149.1651235,36.06,3.229,172.8755,-0.036,0,1,2
312193,378803418,0,6,548028800,2232,10,1.21,-35.3618904,149.165704,18.51,0,323.8188,0,0,1,3
186298,238803607,0,6,547888800,2232,10,1.21,-35.3609852,149.1633287,48.83,1.91,60.568,-0.754,0,1,0
285436,349003676,0,6,547999000,2232,10,1.21,-35.3618423,149.165666,38.39,2.253,145.2764,0.011,0,1,0
321739,389403343,0,6,548039400,2232,10,1.21,-35.3618904,149.165704,18.51,0,196.4899,0,0,1,3
209851,265003956,0,6,547915000,2232,10,1.21,-35.3610326,149.1642588,40.89,5.359,105.8929,-0.997,0,1,2
247798,307203736,0,6,547957200,2232,10,1.21,-35.3611894,149.1651501,40.06,2.765,146.5618,0.751,0,1,0
191510,244603786,0,6,547894600,2232,10,1.21,-35.3609815,149.1634678,46.47,4.358,129.3534,1.963,0,1,2
288859,352803822,0,6,548002800,2232,10,1.21,-35.3618856,149.1657051,26.18,1.336,166.2032,8.145,0,1,3
345156,415403772,0,6,548065400,2232,10,1.21,-35.3628378,149.1654543,39.21,0.788,198.9725,0.001,0,1,0
188457,241203480,0,6,547891200,2232,10,1.21,-35.3610314,149.1634221,46.84,2.316,151.9057,0.62,0,1,0
421313,500004085,0,6,548150000,2232,10,1.21,-35.3632835,149.1630609,22.64,0.007,293.202,0.487,0,1,4
238433,296803731,0,6,547946800,2232,10,1.21,-35.3610214,149.1651384,39.58,4.92,131.6414,-0.09200001,0,1,2
396822,472803303,0,6,548122800,2232,10,1.21,-35.363283,149.163059,39.5,0.148,76.89257,-0.056,0,1,4
62809,101003749,0,6,547751000,2232,10,1.21,-35.362792,149.1626881,39.72,2.052,327.3594,-0.008,0,1,0
167570,218003597,0,6,547868000,2232,10,1.21,-35.3610378,149.1629706,41.14,0.06,16.966,0.148,0,1,0
249596,309203769,0,6,547959200,2232,10,1.21,-35.3612373,149.1651934,39.12,2.22,140.6187,-0.019,0,1,0
369281,442203881,0,6,548092200,2232,10,1.21,-35.3632599,149.1652351,39.6,0.009,203.0705,0.003,0,1,0
35586,70803334,0,6,547720800,2232,10,1.21,-35.3632862,149.1630591,39.92,0.006,337.5567,-0.01,0,1,0
125267,171004071,0,6,547821000,2232,10,1.21,-35.3586441,149.160126,41.12,4.53,143.2389,-0.037,0,1,0
84667,125403985,0,1,547775400,2232,3,1.21,-35.3623032,149.1623196,40.27,8.825001,331.131,0.011,0,1,1
3519,17603789,0,6,547667600,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
297449,362403314,0,6,548012400,2232,10,1.21,-35.3618904,149.165704,18.51,0,333.9676,0,0,1,3
130490,176803417,0,6,547826800,2232,10,1.21,-35.359003,149.1604186,41.33,9.831,147.0038,0,0,1,0
