LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip,labels
173489,224563472,0,0.1163391,0.1126781,0.1931898,0,0
267939,329563955,0,0.1208958,0.1127783,0.183385,0,0
103501,146563851,0,0.1407093,0.1319854,0.2612501,0,1
174749,225963745,0,0.1090574,0.114591,0.1287446,0,0
356468,427963746,0,0.1234022,0.117158,0.1483374,0,0
313427,380163707,0,0.07384875,0.08341067,0.00294578,0,3
82773,123264008,0,0.1422336,0.1307149,0.248781,0,1
306407,372363495,0,0.07983963,0.08264789,0.00286374,0,3
432295,512963899,0,0.00291182,0.00257008,0.00272285,0,4
232930,290663688,0,6.00E-07,6.00E-07,6.00E-07,0,2
10548,26363617,0,0.00280527,0.00262684,0.00271349,0,0
150089,198563876,0,0.1717995,0.1413539,0.2664606,0,0
139013,186263798,0,0.1427502,0.1214873,0.2665738,0,0
54578,91864073,0,0.1212585,0.1123805,0.1608454,0,0
278926,341764073,0,0.12148,0.1167684,0.2168994,0,0
299748,364963956,0,0.08083394,0.07520202,0.0030879,0,3
262181,323164016,0,0.1242517,0.1041184,0.1937305,0,0
425700,504863807,0,0.02531802,0.03213334,0.3231317,0,4
310099,376463521,0,0.08369551,0.07772118,0.00305914,0,3
430792,511063826,0,0.00276534,0.00304493,0.00302929,0,4
366195,438763591,0,0.1173124,0.1157768,0.1690752,0,0
294299,358863897,0,4.269823,1.755507,1.564766,0,3
135957,182863492,0,0.1769937,0.132575,0.2945865,0,0
436022,517563725,0,0.00282414,0.00283187,0.00282456,0,4
286219,349863332,0,0.1174625,0.1117788,0.1537861,0,0
43583,79663955,0,0.116306,0.1126075,0.1736705,0,0
39436,75063296,0,0.1218931,0.1128527,0.1794353,0,0
267850,329463995,0,0.1151209,0.1140931,0.2038461,0,0
407242,484363677,0,0.1143291,0.1185324,0.1556356,0,4
258126,318663317,0,0.1093455,0.1127527,0.1572922,0,0
191751,244863682,0,6.00E-07,6.00E-07,6.00E-07,0,2
224751,281563996,0,6.00E-07,6.00E-07,6.00E-07,0,2
409671,487063430,0,0.1204897,0.1127482,0.1676512,0,4
300109,365363796,0,0.08131669,0.08212158,0.00321106,0,3
309378,375663841,0,0.0799251,0.08280161,0.00278597,0,3
296528,361363730,0,0.07323496,0.07879499,0.00336525,0,3
418139,496463835,0,0.1238973,0.1260461,0.1526457,0,4
3498,17563805,0,0.00287375,0.00287799,0.00262256,0,0
426963,506264080,0,0.00324349,0.00299422,0.00298439,0,4
211086,266363412,0,6.00E-07,6.00E-07,6.00E-07,0,2
113466,157763536,0,0.1326776,0.1292607,0.2607633,0,1
201641,255863447,0,6.00E-07,6.00E-07,6.00E-07,0,2
124701,170363494,0,0.1350283,0.1188031,0.2205283,0,0
257136,317563757,0,0.1204173,0.1110447,0.1681571,0,0
64318,102663918,0,0.1206772,0.1169764,0.1935973,0,0
58998,96763779,0,0.1108891,0.1182355,0.1570776,0,0
11105,27063337,0,0.00279158,0.00263189,0.00274081,0,0
419217,497663355,0,0.1227282,0.1162792,0.1666442,0,4
240572,299163620,0,6.00E-07,6.00E-07,6.00E-07,0,2
116578,161263802,0,0.1583871,0.1426163,0.2737189,0,1
61523,99563492,0,0.1102533,0.1055201,0.1740942,0,0
39525,75164089,0,0.1185448,0.1062371,0.1648758,0,0
410753,488263783,0,0.1088891,0.1189446,0.1474496,0,4
24212,58163392,0,0.1289148,0.1256682,0.2036474,0,0
11427,27464010,0,0.00265049,0.0028205,0.00267499,0,0
122541,167963621,0,0.1939307,0.130923,0.2615983,0,1
248673,308163352,0,0.1195975,0.123046,0.1821969,0,0
359169,430963379,0,0.1152985,0.1198659,0.2018225,0,0
145406,193363457,0,0.1608807,0.1462197,0.2934764,0,0
291892,356163311,0,10.90132,2.97731,3.266761,0,3
297424,362363330,0,0.08712297,0.08303511,0.00280767,0,3
42321,78263682,0,0.1267273,0.1161148,0.1933861,0,0
262630,323663816,0,0.1142364,0.1202194,0.1748024,0,0
125782,171563847,0,0.1314975,0.1312675,0.2015124,0,0
283251,346563819,0,0.1152213,0.1351843,0.2031507,0,0
389063,464163427,0,0.1282997,0.165981,0.2429575,0,4
349363,420063574,0,0.1392661,0.1064756,0.2105344,0,0
149728,198164036,0,0.1636406,0.1384073,0.2676202,0,0
102434,145363498,0,0.1793629,0.1413079,0.2990283,0,1
136408,183363292,0,0.1567596,0.1278684,0.2431585,0,0
327118,395363458,0,0.09983073,0.1061157,0.00280198,0,3
407961,485163357,0,0.1226898,0.1224561,0.1599593,0,4
365115,437564071,0,0.1095259,0.1183393,0.1805017,0,0
111865,155963423,0,0.149724,0.1233929,0.2518302,0,1
210276,265463772,0,6.00E-07,6.00E-07,6.00E-07,0,2
307666,373763768,0,0.07492236,0.07343155,0.0027544,0,3
63415,101663485,0,0.1108683,0.1166012,0.1791085,0,0
221068,277463970,0,6.00E-07,6.00E-07,6.00E-07,0,2
85265,126063721,0,0.1669304,0.1312969,0.2061096,0,1
279918,342863633,0,0.1183794,0.1130463,0.1662871,0,0
370525,443563337,0,0.1107666,0.1128515,0.1895068,0,0
368356,441163464,0,0.1235469,0.1121776,0.1505151,0,0
150359,198863756,0,0.169887,0.1309733,0.2368905,0,0
369438,442363817,0,0.1165688,0.128023,0.1878438,0,0
44305,80463635,0,0.1135081,0.1167091,0.1442221,0,0
104303,147463491,0,0.1538783,0.1272355,0.2878884,0,1
79392,119463862,0,0.1054994,0.12719,0.1958883,0,1
282618,345863266,0,0.1275351,0.1179694,0.1613537,0,0
170965,221763759,0,0.109149,0.1117263,0.1636018,0,0
365294,437763991,0,0.1185516,0.120941,0.1579948,0,0
261820,322763343,0,0.1138761,0.1151282,0.1575809,0,0
402111,478663458,0,0.1134958,0.1159899,0.1987702,0,4
234546,292463801,0,6.00E-07,6.00E-07,6.00E-07,0,2
118359,163263835,0,0.1527266,0.1339253,0.270964,0,1
235354,293363441,0,6.00E-07,6.00E-07,6.00E-07,0,2
8226,23463944,0,0.00274246,0.00304726,0.00245643,0,0
68738,107563624,0,0.1092254,0.1062175,0.1435173,0,1
143515,191263464,0,0.1579594,0.1371659,0.2822038,0,0
282260,345463426,0,0.1247216,0.1152854,0.146704,0,0
401569,478063698,0,0.115892,0.1157697,0.1410085,0,4
361693,433763925,0,0.113782,0.1078496,0.1693396,0,0
342789,412763995,0,0.1227931,0.1174444,0.215129,0,0
58366,96064059,0,0.1230114,0.1111534,0.1652955,0,0
75122,114663283,0,0.1110672,0.1017235,0.1696609,0,1
329731,398263964,0,0.220798,0.2220762,1.396817,0,3
312438,379063314,0,0.08521659,0.08299141,0.00282146,0,3
418407,496763715,0,0.1078921,0.1106893,0.1360895,0,4
202538,256863880,0,6.00E-07,6.00E-07,6.00E-07,0,2
59900,97763379,0,0.1246026,0.1126908,0.200796,0,0
49983,86763614,0,0.1097229,0.1240373,0.1584046,0,0
437004,518764078,0,0.0027776,0.00263623,0.00273438,0,4
90514,131963860,0,0.2281117,0.1548776,0.3893887,0,1
290459,354563951,0,8.14411,4.270887,5.090238,0,3
169435,220063606,0,0.13007,0.1200912,0.1414648,0,0
207850,262764019,0,6.00E-07,6.00E-07,6.00E-07,0,2
177359,228863418,0,0.1140683,0.113644,0.1890819,0,0
40067,75763849,0,0.1220118,0.1063517,0.1970231,0,0
353145,424263560,0,0.1350902,0.1048173,0.1830342,0,0
117112,161863562,0,0.1450232,0.1428091,0.2671499,0,1
162950,212863987,0,0.1199944,0.1257364,0.223634,0,0
351163,422063607,0,0.1128011,0.1250375,0.1586845,0,0
308655,374863328,0,0.06951122,0.07605363,0.00296486,0,3
379528,453563502,0,0.1385966,0.145103,0.2451875,0,4
106971,150463957,0,0.1641826,0.1342916,0.2703405,0,1
331713,400463917,0,0.1191891,0.142833,0.3165064,0,0
432615,513363739,0,0.00288612,0.00264103,0.00286479,0,4
309199,375463921,0,0.09114435,0.08185936,0.00280842,0,3
67292,105963431,0,0.1138391,0.1114105,0.1865385,0,0
49440,86163854,0,0.1208044,0.1169832,0.1816992,0,0
392484,467963573,0,0.1176887,0.1178853,0.1987482,0,4
167004,217363853,0,0.1166296,0.1089344,0.1784554,0,0
51064,87963967,0,0.1182148,0.1152924,0.2292239,0,0
212705,268163525,0,6.00E-07,6.00E-07,6.00E-07,0,2
144956,192863657,0,0.1489554,0.1253939,0.2313545,0,0
12868,29263290,0,0.00289101,0.00260683,0.00256973,0,0
217733,273763784,0,6.00E-07,6.00E-07,6.00E-07,0,2
299208,364363363,0,0.08319127,0.07904574,0.00289709,0,3
251733,311563658,0,0.1203085,0.1208773,0.1424275,0,0
134787,181564012,0,0.1656231,0.1102739,0.2623507,0,0
228978,286263782,0,6.00E-07,6.00E-07,6.00E-07,0,2
173578,224663432,0,0.1275603,0.1153367,0.1748471,0,0
23852,57763552,0,0.1340808,0.1195805,0.1980114,0,0
409042,486363710,0,0.1115467,0.1254867,0.1308144,0,4
115599,160163409,0,0.1543286,0.1384743,0.2454753,0,1
121650,166964021,0,0.1596277,0.1347103,0.2536165,0,1
339997,409663569,0,0.152555,0.1256077,0.2878623,0,0
232119,289764048,0,6.00E-07,6.00E-07,6.00E-07,0,2
9185,24663464,0,0.00280603,0.00284571,0.00306528,0,0
138028,185163405,0,0.1597189,0.1220537,0.2768459,0,0
27910,62263418,0,0.1257462,0.1156895,0.1758189,0,0
168624,219163966,0,0.1196882,0.1177843,0.1722581,0,0
300375,365663676,0,0.08424678,0.07448193,0.00271305,0,3
287303,351063685,0,0.1907627,0.3446518,0.2566397,0,3
428974,508763913,0,0.00270089,0.00257307,0.00274091,0,4
203260,257663560,0,6.00E-07,6.00E-07,6.00E-07,0,2
416696,494863642,0,0.1100519,0.1042397,0.1560551,0,4
387535,462463274,0,0.143519,0.1611882,0.2474377,0,4
313701,380463587,0,0.08146194,0.07351287,0.00289498,0,3
211627,266964005,0,6.00E-07,6.00E-07,6.00E-07,0,2
413543,491363376,0,0.1176801,0.1111412,0.1427071,0,4
4219,18463445,0,0.00275502,0.00277178,0.00310211,0,0
212256,267663725,0,6.00E-07,6.00E-07,6.00E-07,0,2
299567,364764036,0,0.07523792,0.07338866,0.00283964,0,3
358540,430263659,0,0.1249453,0.1226982,0.1955182,0,0
236435,294563794,0,6.00E-07,6.00E-07,6.00E-07,0,2
33494,68463437,0,0.1214373,0.1167103,0.1892806,0,0
194991,248463908,0,6.00E-07,6.00E-07,6.00E-07,0,2
